conference,gender,team,rank,score,champion_ratio,meet_share,final_tier,tier_short,generated_at,snapshot_version
Horizon League,women,University of Wisconsin-Milwau,2,641.0,0.715003,0.191687,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
Horizon League,women,IU Indianapolis,3,530.0,0.591188,0.158493,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
Horizon League,women,Cleveland State University,4,442.0,0.493028,0.132177,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
Horizon League,women,Youngstown State University,5,430.0,0.479643,0.128589,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
Horizon League,women,Green Bay Phoenix,6,273.5,0.305075,0.081788,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
Horizon League,women,Northern Kentucky University,7,131.0,0.146124,0.039175,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
Ivy League,men,Princeton University,1,1474.0,1.0,0.187986,Tier 1B,1B,2026-03-17T23:50:51Z,lane4_snapshot_v1
Ivy League,men,Yale University,2,1274.5,0.864654,0.162543,Tier 1B,1B,2026-03-17T23:50:51Z,lane4_snapshot_v1
Ivy League,men,Harvard Men's Swimming,3,1173.5,0.796133,0.149662,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
Ivy League,men,Columbia University,4,901.5,0.611601,0.114973,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
Ivy League,men,Cornell University,5,841.0,0.570556,0.107257,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
Ivy League,men,Brown University,6,805.0,0.546133,0.102665,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
Ivy League,men,Dartmouth College,7,694.0,0.470828,0.088509,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
Ivy League,men,University of Pennsylvania,8,677.5,0.459634,0.086405,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
Ivy League,women,Princeton University,1,1432.0,1.0,0.192086,Tier 1B,1B,2026-03-17T23:50:51Z,lane4_snapshot_v1
Ivy League,women,University of Pennsylvania,2,1204.0,0.840782,0.161502,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
Ivy League,women,Harvard University,3,1153.5,0.805517,0.154728,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
Ivy League,women,Brown University,4,1137.0,0.793994,0.152515,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
Ivy League,women,Yale University,5,840.0,0.586592,0.112676,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
Ivy League,women,Cornell University,6,614.5,0.42912,0.082428,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
Ivy League,women,Columbia University,7,550.5,0.384427,0.073843,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
Ivy League,women,Dartmouth College,8,523.5,0.365573,0.070221,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
Landmark,men,Catholic University of America,1,877.5,1.0,0.251217,Tier 1A,1A,2026-03-17T23:50:51Z,lane4_snapshot_v1
Landmark,men,University of Scranton,2,770.0,0.877493,0.220441,Tier 1B,1B,2026-03-17T23:50:51Z,lane4_snapshot_v1
Landmark,men,Drew University,3,720.0,0.820513,0.206127,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
Landmark,men,Susquehanna University,4,304.5,0.347009,0.087174,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
Landmark,men,Elizabethtown College,5,214.0,0.243875,0.061265,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
Landmark,men,Wilkes University,6,185.0,0.210826,0.052963,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
Landmark,men,Juniata College,7,150.0,0.17094,0.042943,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
Landmark,men,Lycoming College,8,109.0,0.124217,0.031205,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
Landmark,men,Moravian University,9,99.0,0.112821,0.028342,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
Landmark,men,Goucher College,10,64.0,0.072934,0.018322,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
Landmark,women,University of Scranton,1,887.0,1.0,0.24839,Tier 1A,1A,2026-03-17T23:50:51Z,lane4_snapshot_v1
Landmark,women,Catholic University of America,2,873.0,0.984216,0.244469,Tier 1A,1A,2026-03-17T23:50:51Z,lane4_snapshot_v1
Landmark,women,Drew University,3,425.0,0.479143,0.119014,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
Landmark,women,Susquehanna University,4,348.5,0.392897,0.097592,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
Landmark,women,Juniata College,5,299.5,0.337655,0.08387,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
Landmark,women,Elizabethtown College,6,242.0,0.27283,0.067768,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
Landmark,women,Wilkes University,7,211.0,0.23788,0.059087,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
Landmark,women,Moravian University,8,122.0,0.137542,0.034164,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
Landmark,women,Lycoming College,9,100.0,0.11274,0.028003,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
Landmark,women,Goucher College,10,63.0,0.071026,0.017642,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
MAAC,men,Fairfield University,1,1341.83,1.0,0.178578,Tier 1B,1B,2026-03-17T23:50:51Z,lane4_snapshot_v1
MAAC,men,Marist University,2,1276.0,0.95094,0.169817,Tier 1B,1B,2026-03-17T23:50:51Z,lane4_snapshot_v1
MAAC,men,Niagara University,3,1139.33,0.849087,0.151628,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
MAAC,men,Iona University,4,1017.83,0.758539,0.135458,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
MAAC,men,Rider University,5,983.5,0.732954,0.130889,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
MAAC,men,Mount Saint Mary's University,6,597.0,0.444915,0.079452,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
MAAC,men,Canisius University,7,569.5,0.42442,0.075792,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
MAAC,men,Saint Peter's University,8,371.0,0.276488,0.049375,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
MAAC,men,Manhattan University,9,218.0,0.162465,0.029013,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
MAAC,women,Fairfield University,1,1325.5,1.0,0.162042,Tier 1B,1B,2026-03-17T23:50:51Z,lane4_snapshot_v1
MAAC,women,Marist University,2,1315.5,0.992456,0.160819,Tier 1B,1B,2026-03-17T23:50:51Z,lane4_snapshot_v1
MAAC,women,Niagara University,3,1074.0,0.81026,0.131296,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
MAAC,women,Sacred Heart University,4,893.5,0.674085,0.10923,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
MAAC,women,Iona University,5,724.0,0.546209,0.088509,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
MAAC,women,Mount Saint Mary's University,6,585.0,0.441343,0.071516,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
MAAC,women,Canisius University,7,516.0,0.389287,0.063081,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
MAAC,women,Rider University,7,516.0,0.389287,0.063081,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
MAAC,women,Siena University,9,434.5,0.327801,0.053117,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
MAAC,women,Merrimack College,10,340.0,0.256507,0.041565,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
MAAC,women,Saint Peter's University,11,259.0,0.195398,0.031663,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
MAAC,women,Manhattan University,12,197.0,0.148623,0.024083,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
MAC,men,Stevens Institute of Technolog,1,1623.0,1.0,0.204976,Tier 1B,1B,2026-03-17T23:50:51Z,lane4_snapshot_v1
MAC,men,York College of Pennsylvania,2,1424.5,0.877696,0.179907,Tier 1B,1B,2026-03-17T23:50:51Z,lane4_snapshot_v1
MAC,men,Misericordia University,3,969.0,0.597043,0.122379,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
MAC,men,Arcadia University,4,835.0,0.514479,0.105456,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
MAC,men,Widener University,5,801.5,0.493839,0.101225,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
MAC,men,Stevenson University,6,690.0,0.425139,0.087143,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
MAC,men,Messiah University,7,632.0,0.389402,0.079818,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
MAC,men,King's College,8,343.0,0.211337,0.043319,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
MAC,men,Hood College Swimming,9,267.0,0.16451,0.033721,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
MAC,men,Fairleigh Dickinson University,10,215.0,0.132471,0.027153,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
MAC,men,Lebanon Valley College,11,118.0,0.072705,0.014903,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
MAC,women,Stevens Institute of Technolog,1,1516.0,1.0,0.189051,Tier 1B,1B,2026-03-17T23:50:51Z,lane4_snapshot_v1
MAC,women,Misericordia University,2,1227.0,0.809367,0.153012,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
MAC,women,Messiah University,3,1105.0,0.728892,0.137798,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
MAC,women,York College of Pennsylvania,4,923.0,0.608839,0.115102,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
MAC,women,Widener University,5,766.5,0.505607,0.095585,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
MAC,women,Arcadia University,6,763.0,0.503298,0.095149,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
MAC,women,Stevenson University,7,603.5,0.398087,0.075259,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
MAC,women,Fairleigh Dickinson University,8,488.0,0.3219,0.060855,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
MAC,women,Hood College Swimming,9,326.0,0.21504,0.040653,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
MAC,women,Lebanon Valley College,10,214.0,0.141161,0.026687,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
MAC,women,King's College,11,87.0,0.057388,0.010849,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
MIAC,men,Gustavus Adolphus College,1,953.0,1.0,0.296885,Tier 1A,1A,2026-03-17T23:50:51Z,lane4_snapshot_v1
MIAC,men,Carleton College,2,628.5,0.659496,0.195794,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
MIAC,men,Saint Johns University,3,524.0,0.549843,0.16324,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
MIAC,men,Macalester College,4,497.5,0.522036,0.154984,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
MIAC,men,Saint Olaf College,5,426.0,0.447009,0.13271,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
MIAC,men,Hamline University,6,181.0,0.189927,0.056386,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
MIAC,women,Gustavus Adolphus College,1,788.0,1.0,0.222536,Tier 1B,1B,2026-03-17T23:50:51Z,lane4_snapshot_v1
MIAC,women,Saint Olaf College,2,631.5,0.801396,0.178339,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
MIAC,women,Carleton College,3,576.5,0.731599,0.162807,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
MIAC,women,Macalester College,4,575.5,0.73033,0.162525,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
MIAC,women,College of Saint Benedict,5,467.0,0.59264,0.131884,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
MIAC,women,Saint Catherine University,6,219.5,0.278553,0.061988,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
MIAC,women,Hamline University,7,128.0,0.162437,0.036148,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
MIAC,women,Concordia College,8,114.0,0.14467,0.032194,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
MIAC,women,Augsburg University,9,41.0,0.05203,0.011579,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
MPSF,men,US Air Force Academy,1,819.5,1.0,0.263335,Tier 1A,1A,2026-03-17T23:50:51Z,lane4_snapshot_v1
MPSF,men,University of Nevada Las Vegas,2,769.5,0.938987,0.247269,Tier 1A,1A,2026-03-17T23:50:51Z,lane4_snapshot_v1
MPSF,men,University of Wyoming,3,726.0,0.885906,0.23329,Tier 1B,1B,2026-03-17T23:50:51Z,lane4_snapshot_v1
MPSF,men,Cal Baptist University,4,510.0,0.622331,0.163882,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
MPSF,men,University of the Pacific,5,287.0,0.350214,0.092224,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
MPSF,women,Northern Arizona University,1,1350.0,1.0,0.168581,Tier 1B,1B,2026-03-17T23:50:51Z,lane4_snapshot_v1
MPSF,women,New Mexico State University,2,1227.0,0.908889,0.153222,Tier 1B,1B,2026-03-17T23:50:51Z,lane4_snapshot_v1
MPSF,women,"Northern Colorado, University",3,1171.5,0.867778,0.146291,Tier 1B,1B,2026-03-17T23:50:51Z,lane4_snapshot_v1
MPSF,women,Cal Baptist University,4,980.5,0.726296,0.12244,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
MPSF,women,"Idaho, University of",5,942.0,0.697778,0.117632,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
MPSF,women,Pepperdine University,6,610.0,0.451852,0.076174,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
MPSF,women,Utah Tech University,7,604.0,0.447407,0.075425,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
MPSF,women,University of the Pacific,8,431.0,0.319259,0.053821,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
MPSF,women,University of Incarnate Word,9,420.5,0.311481,0.05251,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
MPSF,women,Univ Texas Rio Grande Valley,10,271.5,0.201111,0.033904,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
NESCAC,men,Williams College,1,1599.0,1.0,0.158946,Tier 1B,1B,2026-03-17T23:50:51Z,lane4_snapshot_v1
NESCAC,men,Tufts University,2,1562.0,0.976861,0.155268,Tier 1B,1B,2026-03-17T23:50:51Z,lane4_snapshot_v1
NESCAC,men,Amherst College,3,1217.0,0.761101,0.120974,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
NESCAC,men,Connecticut College,4,1077.0,0.673546,0.107058,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
NESCAC,men,Bates College,5,1041.5,0.651345,0.103529,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
NESCAC,men,Hamilton College,6,800.5,0.500625,0.079573,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
NESCAC,men,Bowdoin College,7,768.0,0.4803,0.076342,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
NESCAC,men,Middlebury College,8,702.0,0.439024,0.069781,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
NESCAC,men,Colby College,9,697.0,0.435897,0.069284,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
NESCAC,men,Trinity College,10,373.0,0.233271,0.037078,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
NESCAC,men,Wesleyan University,11,223.0,0.139462,0.022167,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
NESCAC,women,Williams College,1,1725.5,1.0,0.167492,Tier 1B,1B,2026-03-17T23:50:51Z,lane4_snapshot_v1
NESCAC,women,Tufts University,2,1640.5,0.950739,0.159241,Tier 1B,1B,2026-03-17T23:50:51Z,lane4_snapshot_v1
NESCAC,women,Colby College,3,1274.0,0.738337,0.123665,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
NESCAC,women,Amherst College,4,1130.0,0.654883,0.109687,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
NESCAC,women,Hamilton College,5,854.0,0.494929,0.082897,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
NESCAC,women,Middlebury College,6,817.0,0.473486,0.079305,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
NESCAC,women,Bowdoin College,7,706.5,0.409447,0.068579,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
NESCAC,women,Wesleyan University,8,596.0,0.345407,0.057853,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
NESCAC,women,Connecticut College,9,551.0,0.319328,0.053485,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
NESCAC,women,Bates College,10,543.0,0.314691,0.052708,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
NESCAC,women,Trinity College,11,464.5,0.269197,0.045088,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
NEWMAC,men,Massachusetts Institute of Tec,1,1481.5,1.0,0.283378,Tier 1A,1A,2026-03-17T23:50:51Z,lane4_snapshot_v1
NEWMAC,men,U.S. Coast Guard Academy,2,1013.0,0.683766,0.193764,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
NEWMAC,men,Worcester Polytechnic Institut,3,731.0,0.493419,0.139824,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
NEWMAC,men,Babson College,4,692.0,0.467094,0.132364,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
NEWMAC,men,Wheaton College (Ma),5,625.0,0.42187,0.119549,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
NEWMAC,men,Springfield College,6,466.5,0.314884,0.089231,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
NEWMAC,men,Clark University,7,219.0,0.147823,0.04189,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
NEWMAC,women,Massachusetts Institute of Tec,1,1632.5,1.0,0.281223,Tier 1A,1A,2026-03-17T23:50:51Z,lane4_snapshot_v1
NEWMAC,women,U.S. Coast Guard Academy,2,750.0,0.459418,0.129199,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
NEWMAC,women,Wellesley College,3,651.5,0.399081,0.112231,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
NEWMAC,women,Babson College,4,530.0,0.324655,0.091301,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
NEWMAC,women,Worcester Polytechnic Institut,5,515.0,0.315467,0.088717,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
NEWMAC,women,Smith College,6,492.0,0.301378,0.084755,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
NEWMAC,women,Wheaton College (Ma),7,480.0,0.294028,0.082687,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
NEWMAC,women,Springfield College,8,363.0,0.222358,0.062532,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
NEWMAC,women,Clark University,9,223.0,0.1366,0.038415,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
NEWMAC,women,Mount Holyoke College,10,168.0,0.10291,0.028941,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
ODAC,men,Washington and Lee University,1,861.5,1.0,0.270912,Tier 1A,1A,2026-03-17T23:50:51Z,lane4_snapshot_v1
ODAC,men,University of Lynchburg,2,606.5,0.704005,0.190723,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
ODAC,men,Roanoke College Swimming Maroo,3,494.5,0.573999,0.155503,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
ODAC,men,Bridgewater College,4,477.5,0.554266,0.150157,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
ODAC,men,Randolph-Macon College,5,336.0,0.390017,0.10566,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
ODAC,men,Randolph College,6,143.0,0.16599,0.044969,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
ODAC,men,Virginia Wesleyan University,7,127.0,0.147417,0.039937,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
ODAC,men,Hampden-Sydney College,8,78.0,0.09054,0.024528,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
ODAC,men,Greensboro College,9,56.0,0.065003,0.01761,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
ODAC,women,Washington and Lee University,1,840.0,1.0,0.259019,Tier 1A,1A,2026-03-17T23:50:51Z,lane4_snapshot_v1
ODAC,women,University of Lynchburg,2,604.0,0.719048,0.186247,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
ODAC,women,Randolph-Macon College,3,597.0,0.710714,0.184089,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
ODAC,women,Roanoke College Swimming Maroo,4,401.0,0.477381,0.123651,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
ODAC,women,Bridgewater College,5,310.0,0.369048,0.095591,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
ODAC,women,Virginia Wesleyan University,6,184.0,0.219048,0.056738,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
ODAC,women,Randolph College,7,130.0,0.154762,0.040086,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
ODAC,women,Hollins University,8,110.0,0.130952,0.033919,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
ODAC,women,Sweet Briar College,9,55.0,0.065476,0.01696,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
ODAC,women,Greensboro College,10,12.0,0.014286,0.0037,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
Patriot,men,United States Navy Academy,1,1792.0,1.0,0.229449,Tier 1B,1B,2026-03-17T23:50:51Z,lane4_snapshot_v1
Patriot,men,United States Military Academy,2,1210.0,0.675223,0.15493,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
Patriot,men,Loyola University,3,1061.0,0.592076,0.135851,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
Patriot,men,Boston University,4,936.0,0.522321,0.119846,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
Patriot,men,Bucknell University,5,863.0,0.481585,0.110499,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
Patriot,men,Lehigh University,6,560.0,0.3125,0.071703,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
Patriot,men,College of the Holy Cross,7,453.0,0.25279,0.058003,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
Patriot,men,Lafayette College,8,360.0,0.200893,0.046095,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
Patriot,men,Colgate University,9,345.0,0.192522,0.044174,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
Patriot,men,American University,10,230.0,0.128348,0.029449,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
Patriot,women,United States Navy Academy,1,1427.5,1.0,0.181662,Tier 1B,1B,2026-03-17T23:50:51Z,lane4_snapshot_v1
Patriot,women,United States Military Academy,2,1293.5,0.90613,0.164609,Tier 1B,1B,2026-03-17T23:50:51Z,lane4_snapshot_v1
Patriot,women,Bucknell University,3,1014.5,0.710683,0.129104,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
Patriot,women,Boston University,4,914.0,0.64028,0.116315,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
Patriot,women,Loyola University,5,797.0,0.558319,0.101425,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
Patriot,women,Lehigh University,6,637.0,0.446235,0.081064,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
Patriot,women,Colgate University,7,611.0,0.428021,0.077755,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
Patriot,women,American University,8,523.5,0.366725,0.06662,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
Patriot,women,College of the Holy Cross,9,337.0,0.236077,0.042886,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
Patriot,women,Lafayette College,10,303.0,0.212259,0.038559,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
PCSC,men,"University of California, Sant",1,1917.5,1.0,0.265141,Tier 1A,1A,2026-03-17T23:50:51Z,lane4_snapshot_v1
PCSC,men,Biola University,2,1723.0,0.898566,0.238247,Tier 1B,1B,2026-03-17T23:50:51Z,lane4_snapshot_v1
PCSC,men,Fresno Pacific University,3,1047.5,0.546284,0.144842,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
PCSC,men,The Master's University,4,977.5,0.509778,0.135163,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
PCSC,men,Arizona Christian University,5,460.5,0.240156,0.063675,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
PCSC,men,College of Idaho,6,378.0,0.197132,0.052268,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
PCSC,men,Ottawa University of Arizona,7,314.0,0.163755,0.043418,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
PCSC,men,Soka University,8,255.5,0.133246,0.035329,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
PCSC,men,Simpson University,9,158.5,0.08266,0.021916,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
PCSC,women,"California State University, E",1,1353.5,1.0,0.166278,Tier 1B,1B,2026-03-17T23:50:51Z,lane4_snapshot_v1
PCSC,women,"University of California, Sant",2,1301.0,0.961212,0.159828,Tier 1B,1B,2026-03-17T23:50:51Z,lane4_snapshot_v1
PCSC,women,Biola University,3,1083.5,0.800517,0.133108,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
PCSC,women,Azusa Pacific University,4,1027.0,0.758774,0.126167,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
PCSC,women,University of Alaska Fairbanks,5,751.0,0.554858,0.09226,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
PCSC,women,Westmont College,6,667.0,0.492796,0.081941,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
PCSC,women,The Master's University,7,632.5,0.467307,0.077703,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
