bundle_id,conference,gender,rank,team,score,champion_score,total_meet_points,champion_ratio,meet_share,base_tier,power_class,final_tier
ivyleague_2026,Ivy League,men,5,Cornell University,841.0,1474.0,7841.0,0.570556,0.107257,Tier 3,,Tier 3
ivyleague_2026,Ivy League,men,6,Brown University,805.0,1474.0,7841.0,0.546133,0.102665,Tier 3,,Tier 3
ivyleague_2026,Ivy League,men,7,Dartmouth College,694.0,1474.0,7841.0,0.470828,0.088509,Tier 3,,Tier 3
ivyleague_2026,Ivy League,men,8,University of Pennsylvania,677.5,1474.0,7841.0,0.459634,0.086405,Tier 3,,Tier 3
ivyleague_2026,Ivy League,women,1,Princeton University,1432.0,1432.0,7455.0,1.0,0.192086,Tier 1,Powerhouse,Tier 1B
ivyleague_2026,Ivy League,women,2,University of Pennsylvania,1204.0,1432.0,7455.0,0.840782,0.161502,Tier 2,,Tier 2
ivyleague_2026,Ivy League,women,3,Harvard University,1153.5,1432.0,7455.0,0.805517,0.154728,Tier 2,,Tier 2
ivyleague_2026,Ivy League,women,4,Brown University,1137.0,1432.0,7455.0,0.793994,0.152515,Tier 2,,Tier 2
ivyleague_2026,Ivy League,women,5,Yale University,840.0,1432.0,7455.0,0.586592,0.112676,Tier 3,,Tier 3
ivyleague_2026,Ivy League,women,6,Cornell University,614.5,1432.0,7455.0,0.42912,0.082428,Tier 3,,Tier 3
ivyleague_2026,Ivy League,women,7,Columbia University,550.5,1432.0,7455.0,0.384427,0.073843,Tier 3,,Tier 3
ivyleague_2026,Ivy League,women,8,Dartmouth College,523.5,1432.0,7455.0,0.365573,0.070221,Tier 3,,Tier 3
landmark_2026,Landmark,men,1,Catholic University of America,877.5,877.5,3493.0,1.0,0.251217,Tier 1,Super Powerhouse,Tier 1A
landmark_2026,Landmark,men,2,University of Scranton,770.0,877.5,3493.0,0.877493,0.220441,Tier 1,Powerhouse,Tier 1B
landmark_2026,Landmark,men,3,Drew University,720.0,877.5,3493.0,0.820513,0.206127,Tier 2,,Tier 2
landmark_2026,Landmark,men,4,Susquehanna University,304.5,877.5,3493.0,0.347009,0.087174,Tier 4,,Tier 4
landmark_2026,Landmark,men,5,Elizabethtown College,214.0,877.5,3493.0,0.243875,0.061265,Tier 4,,Tier 4
landmark_2026,Landmark,men,6,Wilkes University,185.0,877.5,3493.0,0.210826,0.052963,Tier 4,,Tier 4
landmark_2026,Landmark,men,7,Juniata College,150.0,877.5,3493.0,0.17094,0.042943,Tier 4,,Tier 4
landmark_2026,Landmark,men,8,Lycoming College,109.0,877.5,3493.0,0.124217,0.031205,Tier 4,,Tier 4
landmark_2026,Landmark,men,9,Moravian University,99.0,877.5,3493.0,0.112821,0.028342,Tier 4,,Tier 4
landmark_2026,Landmark,men,10,Goucher College,64.0,877.5,3493.0,0.072934,0.018322,Tier 4,,Tier 4
landmark_2026,Landmark,women,1,University of Scranton,887.0,887.0,3571.0,1.0,0.24839,Tier 1,Super Powerhouse,Tier 1A
landmark_2026,Landmark,women,2,Catholic University of America,873.0,887.0,3571.0,0.984216,0.244469,Tier 1,Super Powerhouse,Tier 1A
landmark_2026,Landmark,women,3,Drew University,425.0,887.0,3571.0,0.479143,0.119014,Tier 3,,Tier 3
landmark_2026,Landmark,women,4,Susquehanna University,348.5,887.0,3571.0,0.392897,0.097592,Tier 3,,Tier 3
landmark_2026,Landmark,women,5,Juniata College,299.5,887.0,3571.0,0.337655,0.08387,Tier 4,,Tier 4
landmark_2026,Landmark,women,6,Elizabethtown College,242.0,887.0,3571.0,0.27283,0.067768,Tier 4,,Tier 4
landmark_2026,Landmark,women,7,Wilkes University,211.0,887.0,3571.0,0.23788,0.059087,Tier 4,,Tier 4
landmark_2026,Landmark,women,8,Moravian University,122.0,887.0,3571.0,0.137542,0.034164,Tier 4,,Tier 4
landmark_2026,Landmark,women,9,Lycoming College,100.0,887.0,3571.0,0.11274,0.028003,Tier 4,,Tier 4
landmark_2026,Landmark,women,10,Goucher College,63.0,887.0,3571.0,0.071026,0.017642,Tier 4,,Tier 4
maac_2026,MAAC,men,1,Fairfield University,1341.83,1341.83,7513.99,1.0,0.178578,Tier 1,Powerhouse,Tier 1B
maac_2026,MAAC,men,2,Marist University,1276.0,1341.83,7513.99,0.95094,0.169817,Tier 1,Powerhouse,Tier 1B
maac_2026,MAAC,men,3,Niagara University,1139.33,1341.83,7513.99,0.849087,0.151628,Tier 2,,Tier 2
maac_2026,MAAC,men,4,Iona University,1017.83,1341.83,7513.99,0.758539,0.135458,Tier 2,,Tier 2
maac_2026,MAAC,men,5,Rider University,983.5,1341.83,7513.99,0.732954,0.130889,Tier 2,,Tier 2
maac_2026,MAAC,men,6,Mount Saint Mary's University,597.0,1341.83,7513.99,0.444915,0.079452,Tier 3,,Tier 3
maac_2026,MAAC,men,7,Canisius University,569.5,1341.83,7513.99,0.42442,0.075792,Tier 3,,Tier 3
maac_2026,MAAC,men,8,Saint Peter's University,371.0,1341.83,7513.99,0.276488,0.049375,Tier 4,,Tier 4
maac_2026,MAAC,men,9,Manhattan University,218.0,1341.83,7513.99,0.162465,0.029013,Tier 4,,Tier 4
maac_2026,MAAC,women,1,Fairfield University,1325.5,1325.5,8180.0,1.0,0.162042,Tier 1,Powerhouse,Tier 1B
maac_2026,MAAC,women,2,Marist University,1315.5,1325.5,8180.0,0.992456,0.160819,Tier 1,Powerhouse,Tier 1B
maac_2026,MAAC,women,3,Niagara University,1074.0,1325.5,8180.0,0.81026,0.131296,Tier 2,,Tier 2
maac_2026,MAAC,women,4,Sacred Heart University,893.5,1325.5,8180.0,0.674085,0.10923,Tier 2,,Tier 2
maac_2026,MAAC,women,5,Iona University,724.0,1325.5,8180.0,0.546209,0.088509,Tier 3,,Tier 3
maac_2026,MAAC,women,6,Mount Saint Mary's University,585.0,1325.5,8180.0,0.441343,0.071516,Tier 3,,Tier 3
maac_2026,MAAC,women,7,Canisius University,516.0,1325.5,8180.0,0.389287,0.063081,Tier 3,,Tier 3
maac_2026,MAAC,women,7,Rider University,516.0,1325.5,8180.0,0.389287,0.063081,Tier 3,,Tier 3
maac_2026,MAAC,women,9,Siena University,434.5,1325.5,8180.0,0.327801,0.053117,Tier 4,,Tier 4
maac_2026,MAAC,women,10,Merrimack College,340.0,1325.5,8180.0,0.256507,0.041565,Tier 4,,Tier 4
maac_2026,MAAC,women,11,Saint Peter's University,259.0,1325.5,8180.0,0.195398,0.031663,Tier 4,,Tier 4
maac_2026,MAAC,women,12,Manhattan University,197.0,1325.5,8180.0,0.148623,0.024083,Tier 4,,Tier 4
mac_2026,MAC,men,1,Stevens Institute of Technolog,1623.0,1623.0,7918.0,1.0,0.204976,Tier 1,Powerhouse,Tier 1B
mac_2026,MAC,men,2,York College of Pennsylvania,1424.5,1623.0,7918.0,0.877696,0.179907,Tier 1,Powerhouse,Tier 1B
mac_2026,MAC,men,3,Misericordia University,969.0,1623.0,7918.0,0.597043,0.122379,Tier 3,,Tier 3
mac_2026,MAC,men,4,Arcadia University,835.0,1623.0,7918.0,0.514479,0.105456,Tier 3,,Tier 3
mac_2026,MAC,men,5,Widener University,801.5,1623.0,7918.0,0.493839,0.101225,Tier 3,,Tier 3
mac_2026,MAC,men,6,Stevenson University,690.0,1623.0,7918.0,0.425139,0.087143,Tier 3,,Tier 3
mac_2026,MAC,men,7,Messiah University,632.0,1623.0,7918.0,0.389402,0.079818,Tier 3,,Tier 3
mac_2026,MAC,men,8,King's College,343.0,1623.0,7918.0,0.211337,0.043319,Tier 4,,Tier 4
mac_2026,MAC,men,9,Hood College Swimming,267.0,1623.0,7918.0,0.16451,0.033721,Tier 4,,Tier 4
mac_2026,MAC,men,10,Fairleigh Dickinson University,215.0,1623.0,7918.0,0.132471,0.027153,Tier 4,,Tier 4
mac_2026,MAC,men,11,Lebanon Valley College,118.0,1623.0,7918.0,0.072705,0.014903,Tier 4,,Tier 4
mac_2026,MAC,women,1,Stevens Institute of Technolog,1516.0,1516.0,8019.0,1.0,0.189051,Tier 1,Powerhouse,Tier 1B
mac_2026,MAC,women,2,Misericordia University,1227.0,1516.0,8019.0,0.809367,0.153012,Tier 2,,Tier 2
mac_2026,MAC,women,3,Messiah University,1105.0,1516.0,8019.0,0.728892,0.137798,Tier 2,,Tier 2
mac_2026,MAC,women,4,York College of Pennsylvania,923.0,1516.0,8019.0,0.608839,0.115102,Tier 2,,Tier 2
mac_2026,MAC,women,5,Widener University,766.5,1516.0,8019.0,0.505607,0.095585,Tier 3,,Tier 3
mac_2026,MAC,women,6,Arcadia University,763.0,1516.0,8019.0,0.503298,0.095149,Tier 3,,Tier 3
mac_2026,MAC,women,7,Stevenson University,603.5,1516.0,8019.0,0.398087,0.075259,Tier 3,,Tier 3
mac_2026,MAC,women,8,Fairleigh Dickinson University,488.0,1516.0,8019.0,0.3219,0.060855,Tier 4,,Tier 4
mac_2026,MAC,women,9,Hood College Swimming,326.0,1516.0,8019.0,0.21504,0.040653,Tier 4,,Tier 4
mac_2026,MAC,women,10,Lebanon Valley College,214.0,1516.0,8019.0,0.141161,0.026687,Tier 4,,Tier 4
mac_2026,MAC,women,11,King's College,87.0,1516.0,8019.0,0.057388,0.010849,Tier 4,,Tier 4
miac_2026,MIAC,men,1,Gustavus Adolphus College,953.0,953.0,3210.0,1.0,0.296885,Tier 1,Super Powerhouse,Tier 1A
miac_2026,MIAC,men,2,Carleton College,628.5,953.0,3210.0,0.659496,0.195794,Tier 2,,Tier 2
miac_2026,MIAC,men,3,Saint Johns University,524.0,953.0,3210.0,0.549843,0.16324,Tier 3,,Tier 3
miac_2026,MIAC,men,4,Macalester College,497.5,953.0,3210.0,0.522036,0.154984,Tier 3,,Tier 3
miac_2026,MIAC,men,5,Saint Olaf College,426.0,953.0,3210.0,0.447009,0.13271,Tier 3,,Tier 3
miac_2026,MIAC,men,6,Hamline University,181.0,953.0,3210.0,0.189927,0.056386,Tier 4,,Tier 4
miac_2026,MIAC,women,1,Gustavus Adolphus College,788.0,788.0,3541.0,1.0,0.222536,Tier 1,Powerhouse,Tier 1B
miac_2026,MIAC,women,2,Saint Olaf College,631.5,788.0,3541.0,0.801396,0.178339,Tier 2,,Tier 2
miac_2026,MIAC,women,3,Carleton College,576.5,788.0,3541.0,0.731599,0.162807,Tier 2,,Tier 2
miac_2026,MIAC,women,4,Macalester College,575.5,788.0,3541.0,0.73033,0.162525,Tier 2,,Tier 2
miac_2026,MIAC,women,5,College of Saint Benedict,467.0,788.0,3541.0,0.59264,0.131884,Tier 3,,Tier 3
miac_2026,MIAC,women,6,Saint Catherine University,219.5,788.0,3541.0,0.278553,0.061988,Tier 4,,Tier 4
miac_2026,MIAC,women,7,Hamline University,128.0,788.0,3541.0,0.162437,0.036148,Tier 4,,Tier 4
miac_2026,MIAC,women,8,Concordia College,114.0,788.0,3541.0,0.14467,0.032194,Tier 4,,Tier 4
miac_2026,MIAC,women,9,Augsburg University,41.0,788.0,3541.0,0.05203,0.011579,Tier 4,,Tier 4
mpsf_2026,MPSF,men,1,US Air Force Academy,819.5,819.5,3112.0,1.0,0.263335,Tier 1,Super Powerhouse,Tier 1A
mpsf_2026,MPSF,men,2,University of Nevada Las Vegas,769.5,819.5,3112.0,0.938987,0.247269,Tier 1,Super Powerhouse,Tier 1A
mpsf_2026,MPSF,men,3,University of Wyoming,726.0,819.5,3112.0,0.885906,0.23329,Tier 1,Powerhouse,Tier 1B
mpsf_2026,MPSF,men,4,Cal Baptist University,510.0,819.5,3112.0,0.622331,0.163882,Tier 2,,Tier 2
mpsf_2026,MPSF,men,5,University of the Pacific,287.0,819.5,3112.0,0.350214,0.092224,Tier 3,,Tier 3
mpsf_2026,MPSF,women,1,Northern Arizona University,1350.0,1350.0,8008.0,1.0,0.168581,Tier 1,Powerhouse,Tier 1B
mpsf_2026,MPSF,women,2,New Mexico State University,1227.0,1350.0,8008.0,0.908889,0.153222,Tier 1,Powerhouse,Tier 1B
mpsf_2026,MPSF,women,3,"Northern Colorado, University",1171.5,1350.0,8008.0,0.867778,0.146291,Tier 1,Powerhouse,Tier 1B
mpsf_2026,MPSF,women,4,Cal Baptist University,980.5,1350.0,8008.0,0.726296,0.12244,Tier 2,,Tier 2
mpsf_2026,MPSF,women,5,"Idaho, University of",942.0,1350.0,8008.0,0.697778,0.117632,Tier 2,,Tier 2
mpsf_2026,MPSF,women,6,Pepperdine University,610.0,1350.0,8008.0,0.451852,0.076174,Tier 3,,Tier 3
mpsf_2026,MPSF,women,7,Utah Tech University,604.0,1350.0,8008.0,0.447407,0.075425,Tier 3,,Tier 3
mpsf_2026,MPSF,women,8,University of the Pacific,431.0,1350.0,8008.0,0.319259,0.053821,Tier 4,,Tier 4
mpsf_2026,MPSF,women,9,University of Incarnate Word,420.5,1350.0,8008.0,0.311481,0.05251,Tier 4,,Tier 4
mpsf_2026,MPSF,women,10,Univ Texas Rio Grande Valley,271.5,1350.0,8008.0,0.201111,0.033904,Tier 4,,Tier 4
nescac_2026,NESCAC,men,1,Williams College,1599.0,1599.0,10060.0,1.0,0.158946,Tier 1,Powerhouse,Tier 1B
nescac_2026,NESCAC,men,2,Tufts University,1562.0,1599.0,10060.0,0.976861,0.155268,Tier 1,Powerhouse,Tier 1B
nescac_2026,NESCAC,men,3,Amherst College,1217.0,1599.0,10060.0,0.761101,0.120974,Tier 2,,Tier 2
nescac_2026,NESCAC,men,4,Connecticut College,1077.0,1599.0,10060.0,0.673546,0.107058,Tier 2,,Tier 2
nescac_2026,NESCAC,men,5,Bates College,1041.5,1599.0,10060.0,0.651345,0.103529,Tier 2,,Tier 2
nescac_2026,NESCAC,men,6,Hamilton College,800.5,1599.0,10060.0,0.500625,0.079573,Tier 3,,Tier 3
nescac_2026,NESCAC,men,7,Bowdoin College,768.0,1599.0,10060.0,0.4803,0.076342,Tier 3,,Tier 3
nescac_2026,NESCAC,men,8,Middlebury College,702.0,1599.0,10060.0,0.439024,0.069781,Tier 3,,Tier 3
nescac_2026,NESCAC,men,9,Colby College,697.0,1599.0,10060.0,0.435897,0.069284,Tier 3,,Tier 3
nescac_2026,NESCAC,men,10,Trinity College,373.0,1599.0,10060.0,0.233271,0.037078,Tier 4,,Tier 4
nescac_2026,NESCAC,men,11,Wesleyan University,223.0,1599.0,10060.0,0.139462,0.022167,Tier 4,,Tier 4
nescac_2026,NESCAC,women,1,Williams College,1725.5,1725.5,10302.0,1.0,0.167492,Tier 1,Powerhouse,Tier 1B
nescac_2026,NESCAC,women,2,Tufts University,1640.5,1725.5,10302.0,0.950739,0.159241,Tier 1,Powerhouse,Tier 1B
nescac_2026,NESCAC,women,3,Colby College,1274.0,1725.5,10302.0,0.738337,0.123665,Tier 2,,Tier 2
nescac_2026,NESCAC,women,4,Amherst College,1130.0,1725.5,10302.0,0.654883,0.109687,Tier 2,,Tier 2
nescac_2026,NESCAC,women,5,Hamilton College,854.0,1725.5,10302.0,0.494929,0.082897,Tier 3,,Tier 3
nescac_2026,NESCAC,women,6,Middlebury College,817.0,1725.5,10302.0,0.473486,0.079305,Tier 3,,Tier 3
nescac_2026,NESCAC,women,7,Bowdoin College,706.5,1725.5,10302.0,0.409447,0.068579,Tier 3,,Tier 3
nescac_2026,NESCAC,women,8,Wesleyan University,596.0,1725.5,10302.0,0.345407,0.057853,Tier 4,,Tier 4
nescac_2026,NESCAC,women,9,Connecticut College,551.0,1725.5,10302.0,0.319328,0.053485,Tier 4,,Tier 4
nescac_2026,NESCAC,women,10,Bates College,543.0,1725.5,10302.0,0.314691,0.052708,Tier 4,,Tier 4
nescac_2026,NESCAC,women,11,Trinity College,464.5,1725.5,10302.0,0.269197,0.045088,Tier 4,,Tier 4
newmac_2026,NEWMAC,men,1,Massachusetts Institute of Tec,1481.5,1481.5,5228.0,1.0,0.283378,Tier 1,Super Powerhouse,Tier 1A
newmac_2026,NEWMAC,men,2,U.S. Coast Guard Academy,1013.0,1481.5,5228.0,0.683766,0.193764,Tier 2,,Tier 2
newmac_2026,NEWMAC,men,3,Worcester Polytechnic Institut,731.0,1481.5,5228.0,0.493419,0.139824,Tier 3,,Tier 3
newmac_2026,NEWMAC,men,4,Babson College,692.0,1481.5,5228.0,0.467094,0.132364,Tier 3,,Tier 3
newmac_2026,NEWMAC,men,5,Wheaton College (Ma),625.0,1481.5,5228.0,0.42187,0.119549,Tier 3,,Tier 3
newmac_2026,NEWMAC,men,6,Springfield College,466.5,1481.5,5228.0,0.314884,0.089231,Tier 4,,Tier 4
newmac_2026,NEWMAC,men,7,Clark University,219.0,1481.5,5228.0,0.147823,0.04189,Tier 4,,Tier 4
newmac_2026,NEWMAC,women,1,Massachusetts Institute of Tec,1632.5,1632.5,5805.0,1.0,0.281223,Tier 1,Super Powerhouse,Tier 1A
newmac_2026,NEWMAC,women,2,U.S. Coast Guard Academy,750.0,1632.5,5805.0,0.459418,0.129199,Tier 3,,Tier 3
newmac_2026,NEWMAC,women,3,Wellesley College,651.5,1632.5,5805.0,0.399081,0.112231,Tier 3,,Tier 3
newmac_2026,NEWMAC,women,4,Babson College,530.0,1632.5,5805.0,0.324655,0.091301,Tier 4,,Tier 4
newmac_2026,NEWMAC,women,5,Worcester Polytechnic Institut,515.0,1632.5,5805.0,0.315467,0.088717,Tier 4,,Tier 4
newmac_2026,NEWMAC,women,6,Smith College,492.0,1632.5,5805.0,0.301378,0.084755,Tier 4,,Tier 4
newmac_2026,NEWMAC,women,7,Wheaton College (Ma),480.0,1632.5,5805.0,0.294028,0.082687,Tier 4,,Tier 4
newmac_2026,NEWMAC,women,8,Springfield College,363.0,1632.5,5805.0,0.222358,0.062532,Tier 4,,Tier 4
newmac_2026,NEWMAC,women,9,Clark University,223.0,1632.5,5805.0,0.1366,0.038415,Tier 4,,Tier 4
newmac_2026,NEWMAC,women,10,Mount Holyoke College,168.0,1632.5,5805.0,0.10291,0.028941,Tier 4,,Tier 4
odac_2026,ODAC,men,1,Washington and Lee University,861.5,861.5,3180.0,1.0,0.270912,Tier 1,Super Powerhouse,Tier 1A
odac_2026,ODAC,men,2,University of Lynchburg,606.5,861.5,3180.0,0.704005,0.190723,Tier 2,,Tier 2
odac_2026,ODAC,men,3,Roanoke College Swimming Maroo,494.5,861.5,3180.0,0.573999,0.155503,Tier 3,,Tier 3
odac_2026,ODAC,men,4,Bridgewater College,477.5,861.5,3180.0,0.554266,0.150157,Tier 3,,Tier 3
odac_2026,ODAC,men,5,Randolph-Macon College,336.0,861.5,3180.0,0.390017,0.10566,Tier 3,,Tier 3
odac_2026,ODAC,men,6,Randolph College,143.0,861.5,3180.0,0.16599,0.044969,Tier 4,,Tier 4
odac_2026,ODAC,men,7,Virginia Wesleyan University,127.0,861.5,3180.0,0.147417,0.039937,Tier 4,,Tier 4
odac_2026,ODAC,men,8,Hampden-Sydney College,78.0,861.5,3180.0,0.09054,0.024528,Tier 4,,Tier 4
odac_2026,ODAC,men,9,Greensboro College,56.0,861.5,3180.0,0.065003,0.01761,Tier 4,,Tier 4
odac_2026,ODAC,women,1,Washington and Lee University,840.0,840.0,3243.0,1.0,0.259019,Tier 1,Super Powerhouse,Tier 1A
odac_2026,ODAC,women,2,University of Lynchburg,604.0,840.0,3243.0,0.719048,0.186247,Tier 2,,Tier 2
odac_2026,ODAC,women,3,Randolph-Macon College,597.0,840.0,3243.0,0.710714,0.184089,Tier 2,,Tier 2
odac_2026,ODAC,women,4,Roanoke College Swimming Maroo,401.0,840.0,3243.0,0.477381,0.123651,Tier 3,,Tier 3
odac_2026,ODAC,women,5,Bridgewater College,310.0,840.0,3243.0,0.369048,0.095591,Tier 3,,Tier 3
odac_2026,ODAC,women,6,Virginia Wesleyan University,184.0,840.0,3243.0,0.219048,0.056738,Tier 4,,Tier 4
odac_2026,ODAC,women,7,Randolph College,130.0,840.0,3243.0,0.154762,0.040086,Tier 4,,Tier 4
odac_2026,ODAC,women,8,Hollins University,110.0,840.0,3243.0,0.130952,0.033919,Tier 4,,Tier 4
odac_2026,ODAC,women,9,Sweet Briar College,55.0,840.0,3243.0,0.065476,0.01696,Tier 4,,Tier 4
odac_2026,ODAC,women,10,Greensboro College,12.0,840.0,3243.0,0.014286,0.0037,Tier 4,,Tier 4
patriot_2026,Patriot,men,1,United States Navy Academy,1792.0,1792.0,7810.0,1.0,0.229449,Tier 1,Powerhouse,Tier 1B
patriot_2026,Patriot,men,2,United States Military Academy,1210.0,1792.0,7810.0,0.675223,0.15493,Tier 2,,Tier 2
patriot_2026,Patriot,men,3,Loyola University,1061.0,1792.0,7810.0,0.592076,0.135851,Tier 3,,Tier 3
patriot_2026,Patriot,men,4,Boston University,936.0,1792.0,7810.0,0.522321,0.119846,Tier 3,,Tier 3
patriot_2026,Patriot,men,5,Bucknell University,863.0,1792.0,7810.0,0.481585,0.110499,Tier 3,,Tier 3
patriot_2026,Patriot,men,6,Lehigh University,560.0,1792.0,7810.0,0.3125,0.071703,Tier 4,,Tier 4
patriot_2026,Patriot,men,7,College of the Holy Cross,453.0,1792.0,7810.0,0.25279,0.058003,Tier 4,,Tier 4
patriot_2026,Patriot,men,8,Lafayette College,360.0,1792.0,7810.0,0.200893,0.046095,Tier 4,,Tier 4
patriot_2026,Patriot,men,9,Colgate University,345.0,1792.0,7810.0,0.192522,0.044174,Tier 4,,Tier 4
patriot_2026,Patriot,men,10,American University,230.0,1792.0,7810.0,0.128348,0.029449,Tier 4,,Tier 4
patriot_2026,Patriot,women,1,United States Navy Academy,1427.5,1427.5,7858.0,1.0,0.181662,Tier 1,Powerhouse,Tier 1B
patriot_2026,Patriot,women,2,United States Military Academy,1293.5,1427.5,7858.0,0.90613,0.164609,Tier 1,Powerhouse,Tier 1B
patriot_2026,Patriot,women,3,Bucknell University,1014.5,1427.5,7858.0,0.710683,0.129104,Tier 2,,Tier 2
patriot_2026,Patriot,women,4,Boston University,914.0,1427.5,7858.0,0.64028,0.116315,Tier 2,,Tier 2
patriot_2026,Patriot,women,5,Loyola University,797.0,1427.5,7858.0,0.558319,0.101425,Tier 3,,Tier 3
patriot_2026,Patriot,women,6,Lehigh University,637.0,1427.5,7858.0,0.446235,0.081064,Tier 3,,Tier 3
patriot_2026,Patriot,women,7,Colgate University,611.0,1427.5,7858.0,0.428021,0.077755,Tier 3,,Tier 3
patriot_2026,Patriot,women,8,American University,523.5,1427.5,7858.0,0.366725,0.06662,Tier 3,,Tier 3
patriot_2026,Patriot,women,9,College of the Holy Cross,337.0,1427.5,7858.0,0.236077,0.042886,Tier 4,,Tier 4
patriot_2026,Patriot,women,10,Lafayette College,303.0,1427.5,7858.0,0.212259,0.038559,Tier 4,,Tier 4
pcsc_2026,PCSC,men,1,"University of California, Sant",1917.5,1917.5,7232.0,1.0,0.265141,Tier 1,Super Powerhouse,Tier 1A
pcsc_2026,PCSC,men,2,Biola University,1723.0,1917.5,7232.0,0.898566,0.238247,Tier 1,Powerhouse,Tier 1B
pcsc_2026,PCSC,men,3,Fresno Pacific University,1047.5,1917.5,7232.0,0.546284,0.144842,Tier 3,,Tier 3
pcsc_2026,PCSC,men,4,The Master's University,977.5,1917.5,7232.0,0.509778,0.135163,Tier 3,,Tier 3
pcsc_2026,PCSC,men,5,Arizona Christian University,460.5,1917.5,7232.0,0.240156,0.063675,Tier 4,,Tier 4
pcsc_2026,PCSC,men,6,College of Idaho,378.0,1917.5,7232.0,0.197132,0.052268,Tier 4,,Tier 4
pcsc_2026,PCSC,men,7,Ottawa University of Arizona,314.0,1917.5,7232.0,0.163755,0.043418,Tier 4,,Tier 4
pcsc_2026,PCSC,men,8,Soka University,255.5,1917.5,7232.0,0.133246,0.035329,Tier 4,,Tier 4
pcsc_2026,PCSC,men,9,Simpson University,158.5,1917.5,7232.0,0.08266,0.021916,Tier 4,,Tier 4
pcsc_2026,PCSC,women,1,"California State University, E",1353.5,1353.5,8140.0,1.0,0.166278,Tier 1,Powerhouse,Tier 1B
pcsc_2026,PCSC,women,2,"University of California, Sant",1301.0,1353.5,8140.0,0.961212,0.159828,Tier 1,Powerhouse,Tier 1B
pcsc_2026,PCSC,women,3,Biola University,1083.5,1353.5,8140.0,0.800517,0.133108,Tier 2,,Tier 2
pcsc_2026,PCSC,women,4,Azusa Pacific University,1027.0,1353.5,8140.0,0.758774,0.126167,Tier 2,,Tier 2
pcsc_2026,PCSC,women,5,University of Alaska Fairbanks,751.0,1353.5,8140.0,0.554858,0.09226,Tier 3,,Tier 3
pcsc_2026,PCSC,women,6,Westmont College,667.0,1353.5,8140.0,0.492796,0.081941,Tier 3,,Tier 3
pcsc_2026,PCSC,women,7,The Master's University,632.5,1353.5,8140.0,0.467307,0.077703,Tier 3,,Tier 3
pcsc_2026,PCSC,women,8,Concordia University Irvine,384.0,1353.5,8140.0,0.283709,0.047174,Tier 4,,Tier 4
pcsc_2026,PCSC,women,9,Fresno Pacific University,365.0,1353.5,8140.0,0.269671,0.04484,Tier 4,,Tier 4
pcsc_2026,PCSC,women,10,Arizona Christian University,354.5,1353.5,8140.0,0.261914,0.04355,Tier 4,,Tier 4
pcsc_2026,PCSC,women,11,Soka University,125.0,1353.5,8140.0,0.092353,0.015356,Tier 4,,Tier 4
pcsc_2026,PCSC,women,12,Ottawa University of Arizona,96.0,1353.5,8140.0,0.070927,0.011794,Tier 4,,Tier 4
psac_2026,PSAC,men,1,West Chester University,1050.0,1050.0,3350.0,1.0,0.313433,Tier 1,Super Powerhouse,Tier 1A
psac_2026,PSAC,men,2,Gannon University,529.0,1050.0,3350.0,0.50381,0.15791,Tier 3,,Tier 3
psac_2026,PSAC,men,3,Bloomsburg University,477.0,1050.0,3350.0,0.454286,0.142388,Tier 3,,Tier 3
psac_2026,PSAC,men,4,PennWest University Clarion,425.0,1050.0,3350.0,0.404762,0.126866,Tier 3,,Tier 3
psac_2026,PSAC,men,5,Indiana University of PA,309.0,1050.0,3350.0,0.294286,0.092239,Tier 4,,Tier 4
psac_2026,PSAC,men,6,Shippensburg University of PA,216.0,1050.0,3350.0,0.205714,0.064478,Tier 4,,Tier 4
psac_2026,PSAC,men,7,Kutztown University,177.0,1050.0,3350.0,0.168571,0.052836,Tier 4,,Tier 4
psac_2026,PSAC,men,8,PennWest Edinboro University,167.0,1050.0,3350.0,0.159048,0.049851,Tier 4,,Tier 4
psac_2026,PSAC,women,1,West Chester University,1342.0,1342.0,7818.0,1.0,0.171655,Tier 1,Powerhouse,Tier 1B
psac_2026,PSAC,women,2,Indiana University of PA,1106.5,1342.0,7818.0,0.824516,0.141532,Tier 2,,Tier 2
psac_2026,PSAC,women,3,Bloomsburg University,1014.5,1342.0,7818.0,0.755961,0.129765,Tier 2,,Tier 2
psac_2026,PSAC,women,4,PennWest University Clarion,983.0,1342.0,7818.0,0.732489,0.125735,Tier 2,,Tier 2
psac_2026,PSAC,women,5,PennWest Edinboro University,666.0,1342.0,7818.0,0.496274,0.085188,Tier 3,,Tier 3
psac_2026,PSAC,women,6,Kutztown University,541.0,1342.0,7818.0,0.40313,0.069199,Tier 3,,Tier 3
psac_2026,PSAC,women,7,Gannon University,540.0,1342.0,7818.0,0.402385,0.069071,Tier 3,,Tier 3
psac_2026,PSAC,women,8,East Stroudsburg University,504.0,1342.0,7818.0,0.375559,0.064467,Tier 3,,Tier 3
psac_2026,PSAC,women,9,Millersville University,438.0,1342.0,7818.0,0.326379,0.056025,Tier 4,,Tier 4
psac_2026,PSAC,women,10,Shippensburg University of PA,362.0,1342.0,7818.0,0.269747,0.046303,Tier 4,,Tier 4
psac_2026,PSAC,women,11,"PennWest University,California",162.0,1342.0,7818.0,0.120715,0.020721,Tier 4,,Tier 4
psac_2026,PSAC,women,12,Lock Haven University,159.0,1342.0,7818.0,0.11848,0.020338,Tier 4,,Tier 4
