Conference,Finish,Team,MenPoints,Tier,SourcePage,Key,ChampionPoints,MedianPoints,DominanceIndex,IsChampion,PSF,PowerClass,ChampionMeetShare,ChampionPowerClass,ChampionRatio,MeetTotalPoints,MeetShare,gender,final_tier,tier_short,generated_at,snapshot_version
Big East,3,Georgetown University,1303.0,Tier 2,0,Big East|Georgetown University,1754.0,0,0,0,1.0,,0.242198,Super Powerhouse,0.742873,7242.0,0.179923,women,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
Big East,4,Xavier University,1003.5,Tier 3,0,Big East|Xavier University,1754.0,0,0,0,1.0,,0.242198,Super Powerhouse,0.572121,7242.0,0.138567,women,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
Big East,5,Butler University,581.5,Tier 4,0,Big East|Butler University,1754.0,0,0,0,1.0,,0.242198,Super Powerhouse,0.331528,7242.0,0.080295,women,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
Big East,6,Seton Hall University,559.0,Tier 4,0,Big East|Seton Hall University,1754.0,0,0,0,1.0,,0.242198,Super Powerhouse,0.3187,7242.0,0.077189,women,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
Big East,7,Providence College,521.0,Tier 4,0,Big East|Providence College,1754.0,0,0,0,1.0,,0.242198,Super Powerhouse,0.297035,7242.0,0.071941,women,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
Big Ten,1,Indiana University,1544.5,Tier 1,0,Big Ten|Indiana University,1544.5,0,0,1,1.0,Powerhouse,0.192557,Powerhouse,1.0,8021.0,0.192557,men,Tier 1B,1B,2026-03-17T23:50:51Z,lane4_snapshot_v1
Big Ten,2,"Michigan, University of",1208.0,Tier 2,0,"Big Ten|Michigan, University of",1544.5,0,0,0,1.0,,0.192557,Powerhouse,0.78213,8021.0,0.150605,men,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
Big Ten,3,Ohio State University,1035.5,Tier 2,0,Big Ten|Ohio State University,1544.5,0,0,0,1.0,,0.192557,Powerhouse,0.670444,8021.0,0.129099,men,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
Big Ten,4,Northwestern University,840.0,Tier 3,0,Big Ten|Northwestern University,1544.5,0,0,0,1.0,,0.192557,Powerhouse,0.543865,8021.0,0.104725,men,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
Big Ten,5,"Wisconsin, University of, Madi",832.5,Tier 3,0,"Big Ten|Wisconsin, University of, Madi",1544.5,0,0,0,1.0,,0.192557,Powerhouse,0.539009,8021.0,0.10379,men,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
Big Ten,6,Purdue University,783.0,Tier 3,0,Big Ten|Purdue University,1544.5,0,0,0,1.0,,0.192557,Powerhouse,0.50696,8021.0,0.097619,men,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
Big Ten,7,University of Southern Califor,707.5,Tier 3,0,Big Ten|University of Southern Califor,1544.5,0,0,0,1.0,,0.192557,Powerhouse,0.458077,8021.0,0.088206,men,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
Big Ten,8,University of Minnesota,644.0,Tier 3,0,Big Ten|University of Minnesota,1544.5,0,0,0,1.0,,0.192557,Powerhouse,0.416963,8021.0,0.080289,men,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
Big Ten,9,Pennsylvania State University,426.0,Tier 4,0,Big Ten|Pennsylvania State University,1544.5,0,0,0,1.0,,0.192557,Powerhouse,0.275817,8021.0,0.053111,men,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
Big Ten,1,"Michigan, University of",1243.0,Tier 1,0,"Big Ten|Michigan, University of",1243.0,0,0,1,1.0,Powerhouse,0.141058,Powerhouse,1.0,8812.0,0.141058,women,Tier 1B,1B,2026-03-17T23:50:51Z,lane4_snapshot_v1
Big Ten,2,Indiana University,1084.0,Tier 1,0,Big Ten|Indiana University,1243.0,0,0,0,1.0,Powerhouse,0.141058,Powerhouse,0.872084,8812.0,0.123014,women,Tier 1B,1B,2026-03-17T23:50:51Z,lane4_snapshot_v1
Big Ten,3,Ohio State University,1066.0,Tier 1,0,Big Ten|Ohio State University,1243.0,0,0,0,1.0,Powerhouse,0.141058,Powerhouse,0.857603,8812.0,0.120971,women,Tier 1B,1B,2026-03-17T23:50:51Z,lane4_snapshot_v1
Big Ten,4,"Wisconsin, University of, Madi",893.0,Tier 2,0,"Big Ten|Wisconsin, University of, Madi",1243.0,0,0,0,1.0,,0.141058,Powerhouse,0.718423,8812.0,0.101339,women,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
Big Ten,5,University of Southern Califor,768.0,Tier 2,0,Big Ten|University of Southern Califor,1243.0,0,0,0,1.0,,0.141058,Powerhouse,0.61786,8812.0,0.087154,women,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
Big Ten,6,University of Minnesota,701.0,Tier 3,0,Big Ten|University of Minnesota,1243.0,0,0,0,1.0,,0.141058,Powerhouse,0.563958,8812.0,0.079551,women,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
Big Ten,7,"University of California, Los",605.5,Tier 3,0,"Big Ten|University of California, Los",1243.0,0,0,0,1.0,,0.141058,Powerhouse,0.487128,8812.0,0.068713,women,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
Big Ten,8,Purdue University,497.0,Tier 3,0,Big Ten|Purdue University,1243.0,0,0,0,1.0,,0.141058,Powerhouse,0.399839,8812.0,0.0564,women,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
Big Ten,9,Northwestern University,446.0,Tier 3,0,Big Ten|Northwestern University,1243.0,0,0,0,1.0,,0.141058,Powerhouse,0.358809,8812.0,0.050613,women,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
Big Ten,10,University of Nebraska-Lincoln,433.5,Tier 4,0,Big Ten|University of Nebraska-Lincoln,1243.0,0,0,0,1.0,,0.141058,Powerhouse,0.348753,8812.0,0.049194,women,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
Big Ten,11,Rutgers University,379.5,Tier 4,0,Big Ten|Rutgers University,1243.0,0,0,0,1.0,,0.141058,Powerhouse,0.30531,8812.0,0.043066,women,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
Big Ten,12,"Iowa, University of",284.0,Tier 4,0,"Big Ten|Iowa, University of",1243.0,0,0,0,1.0,,0.141058,Powerhouse,0.228479,8812.0,0.032229,women,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
Big Ten,13,Pennsylvania State University,216.0,Tier 4,0,Big Ten|Pennsylvania State University,1243.0,0,0,0,1.0,,0.141058,Powerhouse,0.173773,8812.0,0.024512,women,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
Big Ten,14,University of Illinois,195.5,Tier 4,0,Big Ten|University of Illinois,1243.0,0,0,0,1.0,,0.141058,Powerhouse,0.157281,8812.0,0.022186,women,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
Big West,1,University of Hawaii,780.0,Tier 1,0,Big West|University of Hawaii,780.0,0,0,1,1.0,Powerhouse,0.236364,Powerhouse,1.0,3300.0,0.236364,men,Tier 1B,1B,2026-03-17T23:50:51Z,lane4_snapshot_v1
Big West,2,Grand Canyon University,728.0,Tier 1,0,Big West|Grand Canyon University,780.0,0,0,0,1.0,Powerhouse,0.236364,Powerhouse,0.933333,3300.0,0.220606,men,Tier 1B,1B,2026-03-17T23:50:51Z,lane4_snapshot_v1
Big West,3,UC San Diego,571.0,Tier 2,0,Big West|UC San Diego,780.0,0,0,0,1.0,,0.236364,Powerhouse,0.732051,3300.0,0.17303,men,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
Big West,4,UC Santa Barbara,568.0,Tier 2,0,Big West|UC Santa Barbara,780.0,0,0,0,1.0,,0.236364,Powerhouse,0.728205,3300.0,0.172121,men,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
Big West,5,Cal State Bakersfield,379.5,Tier 3,0,Big West|Cal State Bakersfield,780.0,0,0,0,1.0,,0.236364,Powerhouse,0.486538,3300.0,0.115,men,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
Big West,6,Seattle U,273.5,Tier 3,0,Big West|Seattle U,780.0,0,0,0,1.0,,0.236364,Powerhouse,0.350641,3300.0,0.082879,men,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
Big West,1,University of Hawaii,798.0,Tier 1,0,Big West|University of Hawaii,798.0,0,0,1,1.0,Powerhouse,0.229773,Powerhouse,1.0,3473.0,0.229773,women,Tier 1B,1B,2026-03-17T23:50:51Z,lane4_snapshot_v1
Big West,2,UC Davis,692.0,Tier 1,0,Big West|UC Davis,798.0,0,0,0,1.0,Powerhouse,0.229773,Powerhouse,0.867168,3473.0,0.199251,women,Tier 1B,1B,2026-03-17T23:50:51Z,lane4_snapshot_v1
Big West,3,UC Santa Barbara,660.0,Tier 2,0,Big West|UC Santa Barbara,798.0,0,0,0,1.0,,0.229773,Powerhouse,0.827068,3473.0,0.190037,women,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
Big West,4,UC San Diego,644.0,Tier 2,0,Big West|UC San Diego,798.0,0,0,0,1.0,,0.229773,Powerhouse,0.807018,3473.0,0.18543,women,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
Big West,5,University of San Diego,350.0,Tier 3,0,Big West|University of San Diego,798.0,0,0,0,1.0,,0.229773,Powerhouse,0.438596,3473.0,0.100777,women,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
Big West,6,Cal State Bakersfield,172.0,Tier 4,0,Big West|Cal State Bakersfield,798.0,0,0,0,1.0,,0.229773,Powerhouse,0.215539,3473.0,0.049525,women,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
Big West,7,Seattle U,157.0,Tier 4,0,Big West|Seattle U,798.0,0,0,0,1.0,,0.229773,Powerhouse,0.196742,3473.0,0.045206,women,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
CAA,1,University of North Carolina W,852.0,Tier 1,0,CAA|University of North Carolina W,852.0,0,0,1,1.0,Super Powerhouse,0.277253,Super Powerhouse,1.0,3073.0,0.277253,men,Tier 1A,1A,2026-03-17T23:50:51Z,lane4_snapshot_v1
CAA,2,Towson University,789.0,Tier 1,0,CAA|Towson University,852.0,0,0,0,1.0,Super Powerhouse,0.277253,Super Powerhouse,0.926056,3073.0,0.256752,men,Tier 1A,1A,2026-03-17T23:50:51Z,lane4_snapshot_v1
CAA,3,Drexel University,667.5,Tier 2,0,CAA|Drexel University,852.0,0,0,0,1.0,,0.277253,Super Powerhouse,0.783451,3073.0,0.217214,men,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
CAA,4,William and Mary,508.5,Tier 3,0,CAA|William and Mary,852.0,0,0,0,1.0,,0.277253,Super Powerhouse,0.596831,3073.0,0.165473,men,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
CAA,5,Monmouth University,256.0,Tier 4,0,CAA|Monmouth University,852.0,0,0,0,1.0,,0.277253,Super Powerhouse,0.300469,3073.0,0.083306,men,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
CAA,1,William and Mary,1647.0,Tier 1,0,CAA|William and Mary,1647.0,0,0,1,1.0,Powerhouse,0.22311,Powerhouse,1.0,7382.0,0.22311,women,Tier 1B,1B,2026-03-17T23:50:51Z,lane4_snapshot_v1
CAA,2,University of North Carolina W,1415.5,Tier 1,0,CAA|University of North Carolina W,1647.0,0,0,0,1.0,Powerhouse,0.22311,Powerhouse,0.859441,7382.0,0.19175,women,Tier 1B,1B,2026-03-17T23:50:51Z,lane4_snapshot_v1
CAA,3,Towson University,1117.5,Tier 2,0,CAA|Towson University,1647.0,0,0,0,1.0,,0.22311,Powerhouse,0.678506,7382.0,0.151382,women,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
CAA,4,Northeastern University,980.0,Tier 3,0,CAA|Northeastern University,1647.0,0,0,0,1.0,,0.22311,Powerhouse,0.595021,7382.0,0.132755,women,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
CAA,5,Drexel University,918.0,Tier 3,0,CAA|Drexel University,1647.0,0,0,0,1.0,,0.22311,Powerhouse,0.557377,7382.0,0.124357,women,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
CAA,6,Stony Brook University,536.0,Tier 4,0,CAA|Stony Brook University,1647.0,0,0,0,1.0,,0.22311,Powerhouse,0.32544,7382.0,0.072609,women,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
CAA,7,Campbell University,466.0,Tier 4,0,CAA|Campbell University,1647.0,0,0,0,1.0,,0.22311,Powerhouse,0.282939,7382.0,0.063127,women,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
CAA,8,Monmouth University,302.0,Tier 4,0,CAA|Monmouth University,1647.0,0,0,0,1.0,,0.22311,Powerhouse,0.183364,7382.0,0.04091,women,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
CCIW,1,Augustana College,1036.0,Tier 1,0,CCIW|Augustana College,1036.0,0,0,1,1.0,Super Powerhouse,0.317499,Super Powerhouse,1.0,3263.0,0.317499,men,Tier 1A,1A,2026-03-17T23:50:51Z,lane4_snapshot_v1
CCIW,2,Wheaton College,876.0,Tier 2,0,CCIW|Wheaton College,1036.0,0,0,0,1.0,,0.317499,Super Powerhouse,0.84556,3263.0,0.268465,men,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
CCIW,3,Carthage College,756.0,Tier 2,0,CCIW|Carthage College,1036.0,0,0,0,1.0,,0.317499,Super Powerhouse,0.72973,3263.0,0.231689,men,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
CCIW,4,Illinois Wesleyan University,213.0,Tier 4,0,CCIW|Illinois Wesleyan University,1036.0,0,0,0,1.0,,0.317499,Super Powerhouse,0.205598,3263.0,0.065277,men,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
CCIW,5,Carroll University,199.0,Tier 4,0,CCIW|Carroll University,1036.0,0,0,0,1.0,,0.317499,Super Powerhouse,0.192085,3263.0,0.060987,men,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
CCIW,6,Millikin University,160.0,Tier 4,0,CCIW|Millikin University,1036.0,0,0,0,1.0,,0.317499,Super Powerhouse,0.15444,3263.0,0.049035,men,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
CCIW,7,North Central College,23.0,Tier 4,0,CCIW|North Central College,1036.0,0,0,0,1.0,,0.317499,Super Powerhouse,0.022201,3263.0,0.007049,men,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
CCIW,1,Wheaton College,818.0,Tier 1,0,CCIW|Wheaton College,818.0,0,0,1,1.0,Super Powerhouse,0.240376,Super Powerhouse,1.0,3403.0,0.240376,women,Tier 1A,1A,2026-03-17T23:50:51Z,lane4_snapshot_v1
CCIW,2,Augustana College,817.0,Tier 1,0,CCIW|Augustana College,818.0,0,0,0,1.0,Super Powerhouse,0.240376,Super Powerhouse,0.998778,3403.0,0.240082,women,Tier 1A,1A,2026-03-17T23:50:51Z,lane4_snapshot_v1
CCIW,3,Carthage College,736.0,Tier 1,0,CCIW|Carthage College,818.0,0,0,0,1.0,Powerhouse,0.240376,Super Powerhouse,0.899756,3403.0,0.21628,women,Tier 1B,1B,2026-03-17T23:50:51Z,lane4_snapshot_v1
CCIW,4,Illinois Wesleyan University,505.0,Tier 2,0,CCIW|Illinois Wesleyan University,818.0,0,0,0,1.0,,0.240376,Super Powerhouse,0.617359,3403.0,0.148398,women,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
CCIW,5,Carroll University,256.0,Tier 4,0,CCIW|Carroll University,818.0,0,0,0,1.0,,0.240376,Super Powerhouse,0.312958,3403.0,0.075228,women,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
CCIW,6,Millikin University,143.0,Tier 4,0,CCIW|Millikin University,818.0,0,0,0,1.0,,0.240376,Super Powerhouse,0.174817,3403.0,0.042022,women,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
CCIW,7,North Central College,128.0,Tier 4,0,CCIW|North Central College,818.0,0,0,0,1.0,,0.240376,Super Powerhouse,0.156479,3403.0,0.037614,women,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
Colorado College,1,Johns Hopkins University,940.5,Tier 1,0,Colorado College|Johns Hopkins University,940.5,0,0,1,1.0,Super Powerhouse,0.26772,Super Powerhouse,1.0,3513.0,0.26772,men,Tier 1A,1A,2026-03-17T23:50:51Z,lane4_snapshot_v1
Colorado College,2,Gettysburg College,726.0,Tier 2,0,Colorado College|Gettysburg College,940.5,0,0,0,1.0,,0.26772,Super Powerhouse,0.77193,3513.0,0.206661,men,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
Colorado College,3,Swarthmore College,675.0,Tier 2,0,Colorado College|Swarthmore College,940.5,0,0,0,1.0,,0.26772,Super Powerhouse,0.717703,3513.0,0.192143,men,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
Colorado College,4,Dickinson College,311.0,Tier 4,0,Colorado College|Dickinson College,940.5,0,0,0,1.0,,0.26772,Super Powerhouse,0.330675,3513.0,0.088528,men,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
Colorado College,5,Franklin & Marshall College,277.0,Tier 4,0,Colorado College|Franklin & Marshall College,940.5,0,0,0,1.0,,0.26772,Super Powerhouse,0.294524,3513.0,0.07885,men,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
Colorado College,6,Ursinus College,229.0,Tier 4,0,Colorado College|Ursinus College,940.5,0,0,0,1.0,,0.26772,Super Powerhouse,0.243488,3513.0,0.065186,men,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
Colorado College,7,Washington College,219.5,Tier 4,0,Colorado College|Washington College,940.5,0,0,0,1.0,,0.26772,Super Powerhouse,0.233386,3513.0,0.062482,men,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
Colorado College,8,McDaniel College Swim Team,135.0,Tier 4,0,Colorado College|McDaniel College Swim Team,940.5,0,0,0,1.0,,0.26772,Super Powerhouse,0.143541,3513.0,0.038429,men,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
Colorado College,1,Swarthmore College,819.0,Tier 1,0,Colorado College|Swarthmore College,819.0,0,0,1,1.0,Powerhouse,0.235887,Powerhouse,1.0,3472.0,0.235887,women,Tier 1B,1B,2026-03-17T23:50:51Z,lane4_snapshot_v1
Colorado College,2,Johns Hopkins University,803.5,Tier 1,0,Colorado College|Johns Hopkins University,819.0,0,0,0,1.0,Powerhouse,0.235887,Powerhouse,0.981074,3472.0,0.231423,women,Tier 1B,1B,2026-03-17T23:50:51Z,lane4_snapshot_v1
Colorado College,3,Gettysburg College,626.0,Tier 2,0,Colorado College|Gettysburg College,819.0,0,0,0,1.0,,0.235887,Powerhouse,0.764347,3472.0,0.1803,women,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
Colorado College,4,Ursinus College,299.0,Tier 3,0,Colorado College|Ursinus College,819.0,0,0,0,1.0,,0.235887,Powerhouse,0.365079,3472.0,0.086118,women,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
Colorado College,5,Franklin & Marshall College,259.0,Tier 4,0,Colorado College|Franklin & Marshall College,819.0,0,0,0,1.0,,0.235887,Powerhouse,0.316239,3472.0,0.074597,women,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
Colorado College,6,Dickinson College,231.5,Tier 4,0,Colorado College|Dickinson College,819.0,0,0,0,1.0,,0.235887,Powerhouse,0.282662,3472.0,0.066676,women,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
Colorado College,7,Washington College,189.0,Tier 4,0,Colorado College|Washington College,819.0,0,0,0,1.0,,0.235887,Powerhouse,0.230769,3472.0,0.054435,women,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
Colorado College,8,Bryn Mawr College Owls,141.0,Tier 4,0,Colorado College|Bryn Mawr College Owls,819.0,0,0,0,1.0,,0.235887,Powerhouse,0.172161,3472.0,0.040611,women,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
Colorado College,9,McDaniel College Swim Team,104.0,Tier 4,0,Colorado College|McDaniel College Swim Team,819.0,0,0,0,1.0,,0.235887,Powerhouse,0.126984,3472.0,0.029954,women,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
GLIAC,1,Grand Valley State University,847.5,Tier 1,0,GLIAC|Grand Valley State University,847.5,0,0,1,1.0,Powerhouse,0.233022,Powerhouse,1.0,3637.0,0.233022,men,Tier 1B,1B,2026-03-17T23:50:51Z,lane4_snapshot_v1
GLIAC,2,Wayne State University,652.0,Tier 2,0,GLIAC|Wayne State University,847.5,0,0,0,1.0,,0.233022,Powerhouse,0.769322,3637.0,0.179269,men,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
GLIAC,3,Northern Michigan University,547.0,Tier 2,0,GLIAC|Northern Michigan University,847.5,0,0,0,1.0,,0.233022,Powerhouse,0.645428,3637.0,0.150399,men,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
GLIAC,4,St Cloud State University (M),479.5,Tier 3,0,GLIAC|St Cloud State University (M),847.5,0,0,0,1.0,,0.233022,Powerhouse,0.565782,3637.0,0.131839,men,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
GLIAC,5,Saginaw Valley State Universit,412.0,Tier 3,0,GLIAC|Saginaw Valley State Universit,847.5,0,0,0,1.0,,0.233022,Powerhouse,0.486136,3637.0,0.11328,men,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
GLIAC,6,Davenport University,297.0,Tier 3,0,GLIAC|Davenport University,847.5,0,0,0,1.0,,0.233022,Powerhouse,0.350442,3637.0,0.081661,men,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
GLIAC,7,Augustana University,262.5,Tier 4,0,GLIAC|Augustana University,847.5,0,0,0,1.0,,0.233022,Powerhouse,0.309735,3637.0,0.072175,men,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
GLIAC,8,Lake Superior State University,139.5,Tier 4,0,GLIAC|Lake Superior State University,847.5,0,0,0,1.0,,0.233022,Powerhouse,0.164602,3637.0,0.038356,men,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
GLIAC,1,Grand Valley State University,1095.0,Tier 1,0,GLIAC|Grand Valley State University,1095.0,0,0,1,1.0,Super Powerhouse,0.337859,Super Powerhouse,1.0,3241.0,0.337859,women,Tier 1A,1A,2026-03-17T23:50:51Z,lane4_snapshot_v1
GLIAC,2,Northern Michigan University,708.0,Tier 2,0,GLIAC|Northern Michigan University,1095.0,0,0,0,1.0,,0.337859,Super Powerhouse,0.646575,3241.0,0.218451,women,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
GLIAC,3,Wayne State University,591.0,Tier 3,0,GLIAC|Wayne State University,1095.0,0,0,0,1.0,,0.337859,Super Powerhouse,0.539726,3241.0,0.182351,women,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
GLIAC,4,Saginaw Valley State Universit,433.0,Tier 3,0,GLIAC|Saginaw Valley State Universit,1095.0,0,0,0,1.0,,0.337859,Super Powerhouse,0.395434,3241.0,0.133601,women,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
GLIAC,5,Davenport University,411.0,Tier 3,0,GLIAC|Davenport University,1095.0,0,0,0,1.0,,0.337859,Super Powerhouse,0.375342,3241.0,0.126813,women,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
GLIAC,6,Lake Superior State University,3.0,Tier 4,0,GLIAC|Lake Superior State University,1095.0,0,0,0,1.0,,0.337859,Super Powerhouse,0.00274,3241.0,0.000926,women,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
Horizon League,1,Oakland University,904.0,Tier 1,0,Horizon League|Oakland University,904.0,0,0,1,1.0,Super Powerhouse,0.269368,Super Powerhouse,1.0,3356.0,0.269368,men,Tier 1A,1A,2026-03-17T23:50:51Z,lane4_snapshot_v1
Horizon League,2,IU Indianapolis,785.5,Tier 1,0,Horizon League|IU Indianapolis,904.0,0,0,0,1.0,Powerhouse,0.269368,Super Powerhouse,0.868916,3356.0,0.234058,men,Tier 1B,1B,2026-03-17T23:50:51Z,lane4_snapshot_v1
Horizon League,3,Youngstown State University,494.0,Tier 3,0,Horizon League|Youngstown State University,904.0,0,0,0,1.0,,0.269368,Super Powerhouse,0.54646,3356.0,0.147199,men,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
Horizon League,4,University of Wisconsin-Milwau,438.0,Tier 3,0,Horizon League|University of Wisconsin-Milwau,904.0,0,0,0,1.0,,0.269368,Super Powerhouse,0.484513,3356.0,0.130513,men,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
Horizon League,5,Cleveland State University,391.0,Tier 3,0,Horizon League|Cleveland State University,904.0,0,0,0,1.0,,0.269368,Super Powerhouse,0.432522,3356.0,0.116508,men,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
Horizon League,6,Green Bay Phoenix,193.0,Tier 4,0,Horizon League|Green Bay Phoenix,904.0,0,0,0,1.0,,0.269368,Super Powerhouse,0.213496,3356.0,0.057509,men,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
Horizon League,7,Northern Kentucky University,150.5,Tier 4,0,Horizon League|Northern Kentucky University,904.0,0,0,0,1.0,,0.269368,Super Powerhouse,0.166482,3356.0,0.044845,men,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
Horizon League,1,Oakland University,896.5,Tier 1,0,Horizon League|Oakland University,896.5,0,0,1,1.0,Super Powerhouse,0.268092,Super Powerhouse,1.0,3344.0,0.268092,women,Tier 1A,1A,2026-03-17T23:50:51Z,lane4_snapshot_v1
Horizon League,2,University of Wisconsin-Milwau,641.0,Tier 2,0,Horizon League|University of Wisconsin-Milwau,896.5,0,0,0,1.0,,0.268092,Super Powerhouse,0.715003,3344.0,0.191687,women,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
Horizon League,3,IU Indianapolis,530.0,Tier 3,0,Horizon League|IU Indianapolis,896.5,0,0,0,1.0,,0.268092,Super Powerhouse,0.591188,3344.0,0.158493,women,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
Horizon League,4,Cleveland State University,442.0,Tier 3,0,Horizon League|Cleveland State University,896.5,0,0,0,1.0,,0.268092,Super Powerhouse,0.493028,3344.0,0.132177,women,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
Horizon League,5,Youngstown State University,430.0,Tier 3,0,Horizon League|Youngstown State University,896.5,0,0,0,1.0,,0.268092,Super Powerhouse,0.479643,3344.0,0.128589,women,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
Horizon League,6,Green Bay Phoenix,273.5,Tier 4,0,Horizon League|Green Bay Phoenix,896.5,0,0,0,1.0,,0.268092,Super Powerhouse,0.305075,3344.0,0.081788,women,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
