Conference,Finish,Team,MenPoints,Tier,SourcePage,Key,ChampionPoints,MedianPoints,DominanceIndex,IsChampion,PSF,PowerClass,ChampionMeetShare,ChampionPowerClass,ChampionRatio,MeetTotalPoints,MeetShare,gender,final_tier,tier_short,generated_at,snapshot_version
NESCAC,5,Bates College,1041.5,Tier 2,0,NESCAC|Bates College,1599.0,0,0,0,1.0,,0.158946,Powerhouse,0.651345,10060.0,0.103529,men,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
NESCAC,6,Hamilton College,800.5,Tier 3,0,NESCAC|Hamilton College,1599.0,0,0,0,1.0,,0.158946,Powerhouse,0.500625,10060.0,0.079573,men,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
NESCAC,7,Bowdoin College,768.0,Tier 3,0,NESCAC|Bowdoin College,1599.0,0,0,0,1.0,,0.158946,Powerhouse,0.4803,10060.0,0.076342,men,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
NESCAC,8,Middlebury College,702.0,Tier 3,0,NESCAC|Middlebury College,1599.0,0,0,0,1.0,,0.158946,Powerhouse,0.439024,10060.0,0.069781,men,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
NESCAC,9,Colby College,697.0,Tier 3,0,NESCAC|Colby College,1599.0,0,0,0,1.0,,0.158946,Powerhouse,0.435897,10060.0,0.069284,men,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
NESCAC,10,Trinity College,373.0,Tier 4,0,NESCAC|Trinity College,1599.0,0,0,0,1.0,,0.158946,Powerhouse,0.233271,10060.0,0.037078,men,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
NESCAC,11,Wesleyan University,223.0,Tier 4,0,NESCAC|Wesleyan University,1599.0,0,0,0,1.0,,0.158946,Powerhouse,0.139462,10060.0,0.022167,men,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
NESCAC,1,Williams College,1725.5,Tier 1,0,NESCAC|Williams College,1725.5,0,0,1,1.0,Powerhouse,0.167492,Powerhouse,1.0,10302.0,0.167492,women,Tier 1B,1B,2026-03-17T23:50:51Z,lane4_snapshot_v1
NESCAC,2,Tufts University,1640.5,Tier 1,0,NESCAC|Tufts University,1725.5,0,0,0,1.0,Powerhouse,0.167492,Powerhouse,0.950739,10302.0,0.159241,women,Tier 1B,1B,2026-03-17T23:50:51Z,lane4_snapshot_v1
NESCAC,3,Colby College,1274.0,Tier 2,0,NESCAC|Colby College,1725.5,0,0,0,1.0,,0.167492,Powerhouse,0.738337,10302.0,0.123665,women,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
NESCAC,4,Amherst College,1130.0,Tier 2,0,NESCAC|Amherst College,1725.5,0,0,0,1.0,,0.167492,Powerhouse,0.654883,10302.0,0.109687,women,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
NESCAC,5,Hamilton College,854.0,Tier 3,0,NESCAC|Hamilton College,1725.5,0,0,0,1.0,,0.167492,Powerhouse,0.494929,10302.0,0.082897,women,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
NESCAC,6,Middlebury College,817.0,Tier 3,0,NESCAC|Middlebury College,1725.5,0,0,0,1.0,,0.167492,Powerhouse,0.473486,10302.0,0.079305,women,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
NESCAC,7,Bowdoin College,706.5,Tier 3,0,NESCAC|Bowdoin College,1725.5,0,0,0,1.0,,0.167492,Powerhouse,0.409447,10302.0,0.068579,women,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
NESCAC,8,Wesleyan University,596.0,Tier 4,0,NESCAC|Wesleyan University,1725.5,0,0,0,1.0,,0.167492,Powerhouse,0.345407,10302.0,0.057853,women,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
NESCAC,9,Connecticut College,551.0,Tier 4,0,NESCAC|Connecticut College,1725.5,0,0,0,1.0,,0.167492,Powerhouse,0.319328,10302.0,0.053485,women,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
NESCAC,10,Bates College,543.0,Tier 4,0,NESCAC|Bates College,1725.5,0,0,0,1.0,,0.167492,Powerhouse,0.314691,10302.0,0.052708,women,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
NESCAC,11,Trinity College,464.5,Tier 4,0,NESCAC|Trinity College,1725.5,0,0,0,1.0,,0.167492,Powerhouse,0.269197,10302.0,0.045088,women,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
NEWMAC,1,Massachusetts Institute of Tec,1481.5,Tier 1,0,NEWMAC|Massachusetts Institute of Tec,1481.5,0,0,1,1.0,Super Powerhouse,0.283378,Super Powerhouse,1.0,5228.0,0.283378,men,Tier 1A,1A,2026-03-17T23:50:51Z,lane4_snapshot_v1
NEWMAC,2,U.S. Coast Guard Academy,1013.0,Tier 2,0,NEWMAC|U.S. Coast Guard Academy,1481.5,0,0,0,1.0,,0.283378,Super Powerhouse,0.683766,5228.0,0.193764,men,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
NEWMAC,3,Worcester Polytechnic Institut,731.0,Tier 3,0,NEWMAC|Worcester Polytechnic Institut,1481.5,0,0,0,1.0,,0.283378,Super Powerhouse,0.493419,5228.0,0.139824,men,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
NEWMAC,4,Babson College,692.0,Tier 3,0,NEWMAC|Babson College,1481.5,0,0,0,1.0,,0.283378,Super Powerhouse,0.467094,5228.0,0.132364,men,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
NEWMAC,5,Wheaton College (Ma),625.0,Tier 3,0,NEWMAC|Wheaton College (Ma),1481.5,0,0,0,1.0,,0.283378,Super Powerhouse,0.42187,5228.0,0.119549,men,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
NEWMAC,6,Springfield College,466.5,Tier 4,0,NEWMAC|Springfield College,1481.5,0,0,0,1.0,,0.283378,Super Powerhouse,0.314884,5228.0,0.089231,men,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
NEWMAC,7,Clark University,219.0,Tier 4,0,NEWMAC|Clark University,1481.5,0,0,0,1.0,,0.283378,Super Powerhouse,0.147823,5228.0,0.04189,men,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
NEWMAC,1,Massachusetts Institute of Tec,1632.5,Tier 1,0,NEWMAC|Massachusetts Institute of Tec,1632.5,0,0,1,1.0,Super Powerhouse,0.281223,Super Powerhouse,1.0,5805.0,0.281223,women,Tier 1A,1A,2026-03-17T23:50:51Z,lane4_snapshot_v1
NEWMAC,2,U.S. Coast Guard Academy,750.0,Tier 3,0,NEWMAC|U.S. Coast Guard Academy,1632.5,0,0,0,1.0,,0.281223,Super Powerhouse,0.459418,5805.0,0.129199,women,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
NEWMAC,3,Wellesley College,651.5,Tier 3,0,NEWMAC|Wellesley College,1632.5,0,0,0,1.0,,0.281223,Super Powerhouse,0.399081,5805.0,0.112231,women,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
NEWMAC,4,Babson College,530.0,Tier 4,0,NEWMAC|Babson College,1632.5,0,0,0,1.0,,0.281223,Super Powerhouse,0.324655,5805.0,0.091301,women,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
NEWMAC,5,Worcester Polytechnic Institut,515.0,Tier 4,0,NEWMAC|Worcester Polytechnic Institut,1632.5,0,0,0,1.0,,0.281223,Super Powerhouse,0.315467,5805.0,0.088717,women,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
NEWMAC,6,Smith College,492.0,Tier 4,0,NEWMAC|Smith College,1632.5,0,0,0,1.0,,0.281223,Super Powerhouse,0.301378,5805.0,0.084755,women,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
NEWMAC,7,Wheaton College (Ma),480.0,Tier 4,0,NEWMAC|Wheaton College (Ma),1632.5,0,0,0,1.0,,0.281223,Super Powerhouse,0.294028,5805.0,0.082687,women,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
NEWMAC,8,Springfield College,363.0,Tier 4,0,NEWMAC|Springfield College,1632.5,0,0,0,1.0,,0.281223,Super Powerhouse,0.222358,5805.0,0.062532,women,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
NEWMAC,9,Clark University,223.0,Tier 4,0,NEWMAC|Clark University,1632.5,0,0,0,1.0,,0.281223,Super Powerhouse,0.1366,5805.0,0.038415,women,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
NEWMAC,10,Mount Holyoke College,168.0,Tier 4,0,NEWMAC|Mount Holyoke College,1632.5,0,0,0,1.0,,0.281223,Super Powerhouse,0.10291,5805.0,0.028941,women,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
ODAC,1,Washington and Lee University,861.5,Tier 1,0,ODAC|Washington and Lee University,861.5,0,0,1,1.0,Super Powerhouse,0.270912,Super Powerhouse,1.0,3180.0,0.270912,men,Tier 1A,1A,2026-03-17T23:50:51Z,lane4_snapshot_v1
ODAC,2,University of Lynchburg,606.5,Tier 2,0,ODAC|University of Lynchburg,861.5,0,0,0,1.0,,0.270912,Super Powerhouse,0.704005,3180.0,0.190723,men,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
ODAC,3,Roanoke College Swimming Maroo,494.5,Tier 3,0,ODAC|Roanoke College Swimming Maroo,861.5,0,0,0,1.0,,0.270912,Super Powerhouse,0.573999,3180.0,0.155503,men,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
ODAC,4,Bridgewater College,477.5,Tier 3,0,ODAC|Bridgewater College,861.5,0,0,0,1.0,,0.270912,Super Powerhouse,0.554266,3180.0,0.150157,men,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
ODAC,5,Randolph-Macon College,336.0,Tier 3,0,ODAC|Randolph-Macon College,861.5,0,0,0,1.0,,0.270912,Super Powerhouse,0.390017,3180.0,0.10566,men,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
ODAC,6,Randolph College,143.0,Tier 4,0,ODAC|Randolph College,861.5,0,0,0,1.0,,0.270912,Super Powerhouse,0.16599,3180.0,0.044969,men,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
ODAC,7,Virginia Wesleyan University,127.0,Tier 4,0,ODAC|Virginia Wesleyan University,861.5,0,0,0,1.0,,0.270912,Super Powerhouse,0.147417,3180.0,0.039937,men,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
ODAC,8,Hampden-Sydney College,78.0,Tier 4,0,ODAC|Hampden-Sydney College,861.5,0,0,0,1.0,,0.270912,Super Powerhouse,0.09054,3180.0,0.024528,men,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
ODAC,9,Greensboro College,56.0,Tier 4,0,ODAC|Greensboro College,861.5,0,0,0,1.0,,0.270912,Super Powerhouse,0.065003,3180.0,0.01761,men,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
ODAC,1,Washington and Lee University,840.0,Tier 1,0,ODAC|Washington and Lee University,840.0,0,0,1,1.0,Super Powerhouse,0.259019,Super Powerhouse,1.0,3243.0,0.259019,women,Tier 1A,1A,2026-03-17T23:50:51Z,lane4_snapshot_v1
ODAC,2,University of Lynchburg,604.0,Tier 2,0,ODAC|University of Lynchburg,840.0,0,0,0,1.0,,0.259019,Super Powerhouse,0.719048,3243.0,0.186247,women,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
ODAC,3,Randolph-Macon College,597.0,Tier 2,0,ODAC|Randolph-Macon College,840.0,0,0,0,1.0,,0.259019,Super Powerhouse,0.710714,3243.0,0.184089,women,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
ODAC,4,Roanoke College Swimming Maroo,401.0,Tier 3,0,ODAC|Roanoke College Swimming Maroo,840.0,0,0,0,1.0,,0.259019,Super Powerhouse,0.477381,3243.0,0.123651,women,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
ODAC,5,Bridgewater College,310.0,Tier 3,0,ODAC|Bridgewater College,840.0,0,0,0,1.0,,0.259019,Super Powerhouse,0.369048,3243.0,0.095591,women,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
ODAC,6,Virginia Wesleyan University,184.0,Tier 4,0,ODAC|Virginia Wesleyan University,840.0,0,0,0,1.0,,0.259019,Super Powerhouse,0.219048,3243.0,0.056738,women,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
ODAC,7,Randolph College,130.0,Tier 4,0,ODAC|Randolph College,840.0,0,0,0,1.0,,0.259019,Super Powerhouse,0.154762,3243.0,0.040086,women,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
ODAC,8,Hollins University,110.0,Tier 4,0,ODAC|Hollins University,840.0,0,0,0,1.0,,0.259019,Super Powerhouse,0.130952,3243.0,0.033919,women,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
ODAC,9,Sweet Briar College,55.0,Tier 4,0,ODAC|Sweet Briar College,840.0,0,0,0,1.0,,0.259019,Super Powerhouse,0.065476,3243.0,0.01696,women,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
ODAC,10,Greensboro College,12.0,Tier 4,0,ODAC|Greensboro College,840.0,0,0,0,1.0,,0.259019,Super Powerhouse,0.014286,3243.0,0.0037,women,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
Patriot,1,United States Navy Academy,1792.0,Tier 1,0,Patriot|United States Navy Academy,1792.0,0,0,1,1.0,Powerhouse,0.229449,Powerhouse,1.0,7810.0,0.229449,men,Tier 1B,1B,2026-03-17T23:50:51Z,lane4_snapshot_v1
Patriot,2,United States Military Academy,1210.0,Tier 2,0,Patriot|United States Military Academy,1792.0,0,0,0,1.0,,0.229449,Powerhouse,0.675223,7810.0,0.15493,men,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
Patriot,3,Loyola University,1061.0,Tier 3,0,Patriot|Loyola University,1792.0,0,0,0,1.0,,0.229449,Powerhouse,0.592076,7810.0,0.135851,men,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
Patriot,4,Boston University,936.0,Tier 3,0,Patriot|Boston University,1792.0,0,0,0,1.0,,0.229449,Powerhouse,0.522321,7810.0,0.119846,men,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
Patriot,5,Bucknell University,863.0,Tier 3,0,Patriot|Bucknell University,1792.0,0,0,0,1.0,,0.229449,Powerhouse,0.481585,7810.0,0.110499,men,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
Patriot,6,Lehigh University,560.0,Tier 4,0,Patriot|Lehigh University,1792.0,0,0,0,1.0,,0.229449,Powerhouse,0.3125,7810.0,0.071703,men,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
Patriot,7,College of the Holy Cross,453.0,Tier 4,0,Patriot|College of the Holy Cross,1792.0,0,0,0,1.0,,0.229449,Powerhouse,0.25279,7810.0,0.058003,men,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
Patriot,8,Lafayette College,360.0,Tier 4,0,Patriot|Lafayette College,1792.0,0,0,0,1.0,,0.229449,Powerhouse,0.200893,7810.0,0.046095,men,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
Patriot,9,Colgate University,345.0,Tier 4,0,Patriot|Colgate University,1792.0,0,0,0,1.0,,0.229449,Powerhouse,0.192522,7810.0,0.044174,men,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
Patriot,10,American University,230.0,Tier 4,0,Patriot|American University,1792.0,0,0,0,1.0,,0.229449,Powerhouse,0.128348,7810.0,0.029449,men,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
Patriot,1,United States Navy Academy,1427.5,Tier 1,0,Patriot|United States Navy Academy,1427.5,0,0,1,1.0,Powerhouse,0.181662,Powerhouse,1.0,7858.0,0.181662,women,Tier 1B,1B,2026-03-17T23:50:51Z,lane4_snapshot_v1
Patriot,2,United States Military Academy,1293.5,Tier 1,0,Patriot|United States Military Academy,1427.5,0,0,0,1.0,Powerhouse,0.181662,Powerhouse,0.90613,7858.0,0.164609,women,Tier 1B,1B,2026-03-17T23:50:51Z,lane4_snapshot_v1
Patriot,3,Bucknell University,1014.5,Tier 2,0,Patriot|Bucknell University,1427.5,0,0,0,1.0,,0.181662,Powerhouse,0.710683,7858.0,0.129104,women,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
Patriot,4,Boston University,914.0,Tier 2,0,Patriot|Boston University,1427.5,0,0,0,1.0,,0.181662,Powerhouse,0.64028,7858.0,0.116315,women,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
Patriot,5,Loyola University,797.0,Tier 3,0,Patriot|Loyola University,1427.5,0,0,0,1.0,,0.181662,Powerhouse,0.558319,7858.0,0.101425,women,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
Patriot,6,Lehigh University,637.0,Tier 3,0,Patriot|Lehigh University,1427.5,0,0,0,1.0,,0.181662,Powerhouse,0.446235,7858.0,0.081064,women,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
Patriot,7,Colgate University,611.0,Tier 3,0,Patriot|Colgate University,1427.5,0,0,0,1.0,,0.181662,Powerhouse,0.428021,7858.0,0.077755,women,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
Patriot,8,American University,523.5,Tier 3,0,Patriot|American University,1427.5,0,0,0,1.0,,0.181662,Powerhouse,0.366725,7858.0,0.06662,women,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
Patriot,9,College of the Holy Cross,337.0,Tier 4,0,Patriot|College of the Holy Cross,1427.5,0,0,0,1.0,,0.181662,Powerhouse,0.236077,7858.0,0.042886,women,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
Patriot,10,Lafayette College,303.0,Tier 4,0,Patriot|Lafayette College,1427.5,0,0,0,1.0,,0.181662,Powerhouse,0.212259,7858.0,0.038559,women,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
PCSC,1,"University of California, Sant",1917.5,Tier 1,0,"PCSC|University of California, Sant",1917.5,0,0,1,1.0,Super Powerhouse,0.265141,Super Powerhouse,1.0,7232.0,0.265141,men,Tier 1A,1A,2026-03-17T23:50:51Z,lane4_snapshot_v1
PCSC,2,Biola University,1723.0,Tier 1,0,PCSC|Biola University,1917.5,0,0,0,1.0,Powerhouse,0.265141,Super Powerhouse,0.898566,7232.0,0.238247,men,Tier 1B,1B,2026-03-17T23:50:51Z,lane4_snapshot_v1
PCSC,3,Fresno Pacific University,1047.5,Tier 3,0,PCSC|Fresno Pacific University,1917.5,0,0,0,1.0,,0.265141,Super Powerhouse,0.546284,7232.0,0.144842,men,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
PCSC,4,The Master's University,977.5,Tier 3,0,PCSC|The Master's University,1917.5,0,0,0,1.0,,0.265141,Super Powerhouse,0.509778,7232.0,0.135163,men,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
PCSC,5,Arizona Christian University,460.5,Tier 4,0,PCSC|Arizona Christian University,1917.5,0,0,0,1.0,,0.265141,Super Powerhouse,0.240156,7232.0,0.063675,men,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
PCSC,6,College of Idaho,378.0,Tier 4,0,PCSC|College of Idaho,1917.5,0,0,0,1.0,,0.265141,Super Powerhouse,0.197132,7232.0,0.052268,men,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
PCSC,7,Ottawa University of Arizona,314.0,Tier 4,0,PCSC|Ottawa University of Arizona,1917.5,0,0,0,1.0,,0.265141,Super Powerhouse,0.163755,7232.0,0.043418,men,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
PCSC,8,Soka University,255.5,Tier 4,0,PCSC|Soka University,1917.5,0,0,0,1.0,,0.265141,Super Powerhouse,0.133246,7232.0,0.035329,men,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
PCSC,9,Simpson University,158.5,Tier 4,0,PCSC|Simpson University,1917.5,0,0,0,1.0,,0.265141,Super Powerhouse,0.08266,7232.0,0.021916,men,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
PCSC,1,"California State University, E",1353.5,Tier 1,0,"PCSC|California State University, E",1353.5,0,0,1,1.0,Powerhouse,0.166278,Powerhouse,1.0,8140.0,0.166278,women,Tier 1B,1B,2026-03-17T23:50:51Z,lane4_snapshot_v1
PCSC,2,"University of California, Sant",1301.0,Tier 1,0,"PCSC|University of California, Sant",1353.5,0,0,0,1.0,Powerhouse,0.166278,Powerhouse,0.961212,8140.0,0.159828,women,Tier 1B,1B,2026-03-17T23:50:51Z,lane4_snapshot_v1
PCSC,3,Biola University,1083.5,Tier 2,0,PCSC|Biola University,1353.5,0,0,0,1.0,,0.166278,Powerhouse,0.800517,8140.0,0.133108,women,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
PCSC,4,Azusa Pacific University,1027.0,Tier 2,0,PCSC|Azusa Pacific University,1353.5,0,0,0,1.0,,0.166278,Powerhouse,0.758774,8140.0,0.126167,women,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
PCSC,5,University of Alaska Fairbanks,751.0,Tier 3,0,PCSC|University of Alaska Fairbanks,1353.5,0,0,0,1.0,,0.166278,Powerhouse,0.554858,8140.0,0.09226,women,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
PCSC,6,Westmont College,667.0,Tier 3,0,PCSC|Westmont College,1353.5,0,0,0,1.0,,0.166278,Powerhouse,0.492796,8140.0,0.081941,women,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
PCSC,7,The Master's University,632.5,Tier 3,0,PCSC|The Master's University,1353.5,0,0,0,1.0,,0.166278,Powerhouse,0.467307,8140.0,0.077703,women,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
PCSC,8,Concordia University Irvine,384.0,Tier 4,0,PCSC|Concordia University Irvine,1353.5,0,0,0,1.0,,0.166278,Powerhouse,0.283709,8140.0,0.047174,women,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
PCSC,9,Fresno Pacific University,365.0,Tier 4,0,PCSC|Fresno Pacific University,1353.5,0,0,0,1.0,,0.166278,Powerhouse,0.269671,8140.0,0.04484,women,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
PCSC,10,Arizona Christian University,354.5,Tier 4,0,PCSC|Arizona Christian University,1353.5,0,0,0,1.0,,0.166278,Powerhouse,0.261914,8140.0,0.04355,women,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
PCSC,11,Soka University,125.0,Tier 4,0,PCSC|Soka University,1353.5,0,0,0,1.0,,0.166278,Powerhouse,0.092353,8140.0,0.015356,women,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
PCSC,12,Ottawa University of Arizona,96.0,Tier 4,0,PCSC|Ottawa University of Arizona,1353.5,0,0,0,1.0,,0.166278,Powerhouse,0.070927,8140.0,0.011794,women,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
PSAC,1,West Chester University,1050.0,Tier 1,0,PSAC|West Chester University,1050.0,0,0,1,1.0,Super Powerhouse,0.313433,Super Powerhouse,1.0,3350.0,0.313433,men,Tier 1A,1A,2026-03-17T23:50:51Z,lane4_snapshot_v1
PSAC,2,Gannon University,529.0,Tier 3,0,PSAC|Gannon University,1050.0,0,0,0,1.0,,0.313433,Super Powerhouse,0.50381,3350.0,0.15791,men,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
PSAC,3,Bloomsburg University,477.0,Tier 3,0,PSAC|Bloomsburg University,1050.0,0,0,0,1.0,,0.313433,Super Powerhouse,0.454286,3350.0,0.142388,men,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
PSAC,4,PennWest University Clarion,425.0,Tier 3,0,PSAC|PennWest University Clarion,1050.0,0,0,0,1.0,,0.313433,Super Powerhouse,0.404762,3350.0,0.126866,men,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
PSAC,5,Indiana University of PA,309.0,Tier 4,0,PSAC|Indiana University of PA,1050.0,0,0,0,1.0,,0.313433,Super Powerhouse,0.294286,3350.0,0.092239,men,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
PSAC,6,Shippensburg University of PA,216.0,Tier 4,0,PSAC|Shippensburg University of PA,1050.0,0,0,0,1.0,,0.313433,Super Powerhouse,0.205714,3350.0,0.064478,men,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
PSAC,7,Kutztown University,177.0,Tier 4,0,PSAC|Kutztown University,1050.0,0,0,0,1.0,,0.313433,Super Powerhouse,0.168571,3350.0,0.052836,men,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
PSAC,8,PennWest Edinboro University,167.0,Tier 4,0,PSAC|PennWest Edinboro University,1050.0,0,0,0,1.0,,0.313433,Super Powerhouse,0.159048,3350.0,0.049851,men,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
PSAC,1,West Chester University,1342.0,Tier 1,0,PSAC|West Chester University,1342.0,0,0,1,1.0,Powerhouse,0.171655,Powerhouse,1.0,7818.0,0.171655,women,Tier 1B,1B,2026-03-17T23:50:51Z,lane4_snapshot_v1
PSAC,2,Indiana University of PA,1106.5,Tier 2,0,PSAC|Indiana University of PA,1342.0,0,0,0,1.0,,0.171655,Powerhouse,0.824516,7818.0,0.141532,women,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
PSAC,3,Bloomsburg University,1014.5,Tier 2,0,PSAC|Bloomsburg University,1342.0,0,0,0,1.0,,0.171655,Powerhouse,0.755961,7818.0,0.129765,women,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
PSAC,4,PennWest University Clarion,983.0,Tier 2,0,PSAC|PennWest University Clarion,1342.0,0,0,0,1.0,,0.171655,Powerhouse,0.732489,7818.0,0.125735,women,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
PSAC,5,PennWest Edinboro University,666.0,Tier 3,0,PSAC|PennWest Edinboro University,1342.0,0,0,0,1.0,,0.171655,Powerhouse,0.496274,7818.0,0.085188,women,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
PSAC,6,Kutztown University,541.0,Tier 3,0,PSAC|Kutztown University,1342.0,0,0,0,1.0,,0.171655,Powerhouse,0.40313,7818.0,0.069199,women,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
PSAC,7,Gannon University,540.0,Tier 3,0,PSAC|Gannon University,1342.0,0,0,0,1.0,,0.171655,Powerhouse,0.402385,7818.0,0.069071,women,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
PSAC,8,East Stroudsburg University,504.0,Tier 3,0,PSAC|East Stroudsburg University,1342.0,0,0,0,1.0,,0.171655,Powerhouse,0.375559,7818.0,0.064467,women,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
PSAC,9,Millersville University,438.0,Tier 4,0,PSAC|Millersville University,1342.0,0,0,0,1.0,,0.171655,Powerhouse,0.326379,7818.0,0.056025,women,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
