Conference,Gender,Event,Place,Time_Sec,Data_Quality
NESCAC,men,200 Free,9,99.89,finals
NESCAC,men,200 Free,10,100.7,finals
NESCAC,men,200 Free,11,101.23,finals
NESCAC,men,200 Free,12,101.4,finals
NESCAC,men,200 Free,13,101.46,finals
NESCAC,men,200 Free,14,101.48,finals
NESCAC,men,200 Free,15,101.52,finals
NESCAC,men,200 Free,16,101.73,finals
NESCAC,men,200 Free,17,100.26,finals
NESCAC,men,200 Free,18,100.87,finals
NESCAC,men,200 Free,19,101.13,finals
NESCAC,men,200 Free,20,101.19,finals
NESCAC,men,200 Free,21,101.25,finals
NESCAC,men,200 Free,22,102.52,finals
NESCAC,men,200 Free,23,102.86,finals
NESCAC,men,200 Free,24,103.01,finals
NESCAC,men,200 Free,25,102.68,finals
NESCAC,men,200 Free,26,102.72,finals
NESCAC,men,200 Free,27,102.98,finals
NESCAC,men,200 Free,28,103.14,finals
NESCAC,men,200 Free,29,103.34,finals
NESCAC,men,200 Free,30,103.41,finals
NESCAC,men,200 Free,31,103.89,finals
NESCAC,men,200 Free,32,104.24,finals
NESCAC,men,200 Free,33,104.38,finals
NESCAC,men,200 Free,34,104.67,finals
NESCAC,men,200 Free,35,104.96,finals
NESCAC,men,200 Free,36,105.03,finals
NESCAC,men,200 Free,37,105.79,finals
NESCAC,men,200 Free,38,106.14,finals
NESCAC,men,200 Free,39,106.8,finals
NESCAC,men,200 Free,40,106.9,finals
NESCAC,men,200 Free,41,108.75,finals
NESCAC,men,200 Free,42,109.71,finals
NESCAC,men,200 Free,43,109.85,finals
NESCAC,men,200 Free,44,110.22,finals
NESCAC,men,200 Free,45,111.34,finals
NESCAC,men,500 Free,1,264.25,finals
NESCAC,men,500 Free,2,266.78,finals
NESCAC,men,500 Free,3,268.26,finals
NESCAC,men,500 Free,4,270.84,finals
NESCAC,men,500 Free,5,271.24,finals
NESCAC,men,500 Free,6,271.26,finals
NESCAC,men,500 Free,7,275.67,finals
NESCAC,men,500 Free,8,275.81,finals
NESCAC,men,500 Free,9,272.12,finals
NESCAC,men,500 Free,10,275.2,finals
NESCAC,men,500 Free,13,276.65,finals
NESCAC,men,500 Free,14,277.55,finals
NESCAC,men,500 Free,15,279.43,finals
NESCAC,men,500 Free,16,282.31,finals
NESCAC,men,500 Free,17,274.55,finals
NESCAC,men,500 Free,18,275.54,finals
NESCAC,men,500 Free,19,276.82,finals
NESCAC,men,500 Free,20,276.92,finals
NESCAC,men,500 Free,21,277.59,finals
NESCAC,men,500 Free,22,279.49,finals
NESCAC,men,500 Free,23,284.8,finals
NESCAC,men,500 Free,24,285.14,finals
NESCAC,men,500 Free,25,282.48,finals
NESCAC,men,500 Free,26,282.71,finals
NESCAC,men,500 Free,27,283.3,finals
NESCAC,men,500 Free,28,283.35,finals
NESCAC,men,500 Free,29,283.6,finals
NESCAC,men,500 Free,30,283.78,finals
NESCAC,men,500 Free,31,284.02,finals
NESCAC,men,500 Free,32,284.11,finals
NESCAC,men,500 Free,33,284.27,finals
NESCAC,men,500 Free,34,284.65,finals
NESCAC,men,500 Free,35,285.17,finals
NESCAC,men,500 Free,36,285.39,finals
NESCAC,men,500 Free,37,286.16,finals
NESCAC,men,500 Free,38,286.18,finals
NESCAC,men,500 Free,39,286.24,finals
NESCAC,men,500 Free,40,288.03,finals
NESCAC,men,500 Free,41,288.34,finals
NESCAC,men,500 Free,42,288.72,finals
NESCAC,men,500 Free,43,289.0,finals
NESCAC,men,500 Free,44,289.12,finals
NESCAC,men,500 Free,45,289.5,finals
NESCAC,men,500 Free,46,291.68,finals
NESCAC,men,500 Free,47,291.94,finals
NESCAC,men,500 Free,48,296.38,finals
NESCAC,men,500 Free,49,301.7,finals
NESCAC,men,500 Free,50,303.55,finals
NESCAC,men,500 Free,51,304.97,finals
NESCAC,men,500 Free,52,314.51,finals
NESCAC,men,1000 Free,1,550.55,finals
NESCAC,men,1000 Free,2,553.05,finals
NESCAC,men,1000 Free,3,553.14,finals
NESCAC,men,1000 Free,4,556.85,finals
NESCAC,men,1000 Free,5,557.09,finals
NESCAC,men,1000 Free,6,558.88,finals
NESCAC,men,1000 Free,7,562.08,finals
NESCAC,men,1000 Free,8,563.19,finals
NESCAC,men,1000 Free,9,569.4,finals
NESCAC,men,1000 Free,10,570.2,finals
NESCAC,men,1000 Free,11,572.44,finals
NESCAC,men,1000 Free,12,575.06,finals
NESCAC,men,1000 Free,13,578.34,finals
NESCAC,men,1000 Free,14,582.6,finals
NESCAC,men,1000 Free,15,582.98,finals
NESCAC,men,1000 Free,16,583.72,finals
NESCAC,men,1000 Free,17,585.18,finals
NESCAC,men,1000 Free,18,586.32,finals
NESCAC,men,1000 Free,19,587.62,finals
NESCAC,men,1000 Free,20,588.41,finals
NESCAC,men,1000 Free,21,588.75,finals
NESCAC,men,1000 Free,22,589.33,finals
NESCAC,men,1000 Free,23,590.83,finals
NESCAC,men,1000 Free,24,593.31,finals
NESCAC,men,1000 Free,25,596.84,finals
NESCAC,men,1000 Free,26,599.44,finals
NESCAC,men,1000 Free,27,600.79,finals
NESCAC,men,1000 Free,28,602.62,finals
NESCAC,men,1000 Free,29,626.48,finals
NESCAC,men,1000 Free,30,626.91,finals
NESCAC,men,1650 Free,1,929.51,finals
NESCAC,men,1650 Free,2,940.8,finals
NESCAC,men,1650 Free,3,941.97,finals
NESCAC,men,1650 Free,4,946.69,finals
NESCAC,men,1650 Free,5,949.56,finals
NESCAC,men,1650 Free,6,957.95,finals
NESCAC,men,1650 Free,7,963.27,finals
NESCAC,men,1650 Free,8,964.09,finals
NESCAC,men,1650 Free,9,965.12,finals
NESCAC,men,1650 Free,10,965.61,finals
NESCAC,men,1650 Free,11,973.83,finals
NESCAC,men,1650 Free,12,976.01,finals
NESCAC,men,1650 Free,13,977.49,finals
NESCAC,men,1650 Free,14,982.94,finals
NESCAC,men,1650 Free,15,983.91,finals
NESCAC,men,1650 Free,16,984.18,finals
NESCAC,men,1650 Free,17,986.47,finals
NESCAC,men,1650 Free,18,989.77,finals
NESCAC,men,1650 Free,19,991.23,finals
NESCAC,men,1650 Free,20,991.9,finals
NESCAC,men,1650 Free,21,993.41,finals
NESCAC,men,1650 Free,22,993.7,finals
NESCAC,men,1650 Free,23,998.17,finals
NESCAC,men,1650 Free,24,1004.74,finals
NESCAC,men,1650 Free,25,1009.67,finals
NESCAC,men,1650 Free,26,1011.27,finals
NESCAC,men,1650 Free,27,1011.46,finals
NESCAC,men,1650 Free,28,1017.87,finals
NESCAC,men,1650 Free,29,1027.6,finals
NESCAC,men,1650 Free,30,1029.85,finals
NESCAC,men,1650 Free,31,1030.24,finals
NESCAC,men,1650 Free,32,1053.44,finals
NESCAC,men,1650 Free,33,1055.66,finals
NESCAC,men,100 Back,1,48.07,finals
NESCAC,men,100 Back,2,48.36,finals
NESCAC,men,100 Back,3,48.68,finals
NESCAC,men,100 Back,4,48.87,finals
NESCAC,men,100 Back,5,49.08,finals
NESCAC,men,100 Back,6,49.16,finals
NESCAC,men,100 Back,7,49.46,finals
NESCAC,men,100 Back,8,49.91,finals
NESCAC,men,100 Back,9,50.19,finals
NESCAC,men,100 Back,10,50.5,finals
NESCAC,men,100 Back,11,50.98,finals
NESCAC,men,100 Back,12,51.03,finals
NESCAC,men,100 Back,13,51.15,finals
NESCAC,men,100 Back,14,51.34,finals
NESCAC,men,100 Back,15,52.24,finals
NESCAC,men,100 Back,16,52.98,finals
NESCAC,men,100 Back,17,51.71,finals
NESCAC,men,100 Back,18,51.78,finals
NESCAC,men,100 Back,19,51.9,finals
NESCAC,men,100 Back,20,51.94,finals
NESCAC,men,100 Back,21,52.09,finals
NESCAC,men,100 Back,22,52.1,finals
NESCAC,men,100 Back,23,52.78,finals
NESCAC,men,100 Back,24,52.91,finals
NESCAC,men,100 Back,25,53.18,finals
NESCAC,men,100 Back,26,53.45,finals
NESCAC,men,100 Back,29,53.67,finals
NESCAC,men,100 Back,30,53.77,finals
NESCAC,men,100 Back,31,53.78,finals
NESCAC,men,100 Back,32,54.06,finals
NESCAC,men,100 Back,33,54.32,finals
NESCAC,men,100 Back,34,56.79,finals
NESCAC,men,100 Back,35,57.6,finals
NESCAC,men,200 Back,1,106.11,finals
NESCAC,men,200 Back,2,106.9,finals
NESCAC,men,200 Back,3,108.76,finals
NESCAC,men,200 Back,4,108.94,finals
NESCAC,men,200 Back,5,109.26,finals
NESCAC,men,200 Back,6,109.52,finals
NESCAC,men,200 Back,7,109.97,finals
NESCAC,men,200 Back,8,114.11,finals
NESCAC,men,200 Back,9,110.56,finals
NESCAC,men,200 Back,10,110.7,finals
NESCAC,men,200 Back,11,111.36,finals
NESCAC,men,200 Back,12,112.06,finals
NESCAC,men,200 Back,13,112.18,finals
NESCAC,men,200 Back,14,112.3,finals
NESCAC,men,200 Back,15,112.33,finals
NESCAC,men,200 Back,16,113.35,finals
NESCAC,men,200 Back,17,111.55,finals
NESCAC,men,200 Back,18,113.55,finals
NESCAC,men,200 Back,19,113.71,finals
NESCAC,men,200 Back,20,113.84,finals
NESCAC,men,200 Back,21,113.85,finals
NESCAC,men,200 Back,22,114.15,finals
NESCAC,men,200 Back,23,114.72,finals
NESCAC,men,200 Back,24,115.28,finals
NESCAC,men,200 Back,25,115.66,finals
NESCAC,men,200 Back,26,115.94,finals
NESCAC,men,200 Back,27,116.1,finals
NESCAC,men,200 Back,28,116.11,finals
NESCAC,men,200 Back,29,116.85,finals
NESCAC,men,200 Back,30,116.88,finals
NESCAC,men,200 Back,31,117.37,finals
NESCAC,men,200 Back,32,118.32,finals
NESCAC,men,200 Back,33,129.26,finals
NESCAC,men,100 Breast,1,51.85,finals
NESCAC,men,100 Breast,2,53.04,finals
NESCAC,men,100 Breast,3,53.65,finals
NESCAC,men,100 Breast,4,54.06,finals
NESCAC,men,100 Breast,5,54.33,finals
NESCAC,men,100 Breast,6,54.8,finals
NESCAC,men,100 Breast,7,55.29,finals
NESCAC,men,100 Breast,8,56.06,finals
NESCAC,men,100 Breast,9,55.39,finals
NESCAC,men,100 Breast,10,55.65,finals
NESCAC,men,100 Breast,11,55.9,finals
NESCAC,men,100 Breast,12,56.03,finals
NESCAC,men,100 Breast,13,56.21,finals
NESCAC,men,100 Breast,14,56.3,finals
NESCAC,men,100 Breast,15,56.35,finals
NESCAC,men,100 Breast,16,57.61,finals
NESCAC,men,100 Breast,17,56.44,finals
NESCAC,men,100 Breast,18,56.62,finals
NESCAC,men,100 Breast,21,57.14,finals
NESCAC,men,100 Breast,22,57.83,finals
NESCAC,men,100 Breast,23,57.92,finals
NESCAC,men,100 Breast,24,58.06,finals
NESCAC,men,100 Breast,25,57.97,finals
NESCAC,men,100 Breast,26,58.04,finals
NESCAC,men,100 Breast,27,58.14,finals
NESCAC,men,100 Breast,28,58.18,finals
NESCAC,men,100 Breast,29,58.21,finals
NESCAC,men,100 Breast,30,58.33,finals
NESCAC,men,100 Breast,31,58.79,finals
NESCAC,men,100 Breast,32,58.83,finals
NESCAC,men,100 Breast,33,59.02,finals
NESCAC,men,100 Breast,34,59.22,finals
NESCAC,men,100 Breast,35,59.92,finals
NESCAC,men,100 Breast,36,60.3,finals
NESCAC,men,100 Breast,37,60.37,finals
NESCAC,men,100 Breast,38,62.19,finals
NESCAC,men,100 Breast,39,62.83,finals
NESCAC,men,100 Breast,40,63.27,finals
NESCAC,men,100 Breast,41,65.35,finals
NESCAC,men,200 Breast,1,115.12,finals
NESCAC,men,200 Breast,2,118.95,finals
NESCAC,men,200 Breast,3,118.97,finals
NESCAC,men,200 Breast,4,119.08,finals
NESCAC,men,200 Breast,5,119.2,finals
NESCAC,men,200 Breast,6,120.33,finals
NESCAC,men,200 Breast,7,120.98,finals
NESCAC,men,200 Breast,8,121.4,finals
NESCAC,men,200 Breast,9,120.1,finals
NESCAC,men,200 Breast,10,121.41,finals
NESCAC,men,200 Breast,11,121.89,finals
NESCAC,men,200 Breast,12,122.58,finals
NESCAC,men,200 Breast,13,123.27,finals
NESCAC,men,200 Breast,14,124.82,finals
NESCAC,men,200 Breast,15,124.87,finals
NESCAC,men,200 Breast,16,126.2,finals
NESCAC,men,200 Breast,17,123.91,finals
NESCAC,men,200 Breast,18,123.96,finals
NESCAC,men,200 Breast,19,124.14,finals
NESCAC,men,200 Breast,20,125.09,finals
NESCAC,men,200 Breast,21,125.22,finals
NESCAC,men,200 Breast,22,125.59,finals
NESCAC,men,200 Breast,23,126.52,finals
NESCAC,men,200 Breast,24,127.76,finals
NESCAC,men,200 Breast,25,126.58,finals
NESCAC,men,200 Breast,26,126.88,finals
NESCAC,men,200 Breast,27,129.04,finals
NESCAC,men,200 Breast,28,129.25,finals
NESCAC,men,200 Breast,29,129.52,finals
NESCAC,men,200 Breast,30,129.88,finals
NESCAC,men,200 Breast,31,130.35,finals
NESCAC,men,200 Breast,32,132.55,finals
NESCAC,men,200 Breast,33,134.59,finals
NESCAC,men,200 Breast,34,141.78,finals
NESCAC,men,200 Breast,35,148.55,finals
NESCAC,men,100 Fly,1,48.23,finals
NESCAC,men,100 Fly,2,48.38,finals
NESCAC,men,100 Fly,3,48.46,finals
NESCAC,men,100 Fly,4,48.51,finals
NESCAC,men,100 Fly,5,48.72,finals
NESCAC,men,100 Fly,6,48.73,finals
NESCAC,men,100 Fly,7,49.07,finals
NESCAC,men,100 Fly,8,49.5,finals
NESCAC,men,100 Fly,9,48.9,finals
NESCAC,men,100 Fly,10,49.48,finals
NESCAC,men,100 Fly,11,49.59,finals
NESCAC,men,100 Fly,12,49.72,finals
NESCAC,men,100 Fly,13,49.73,finals
NESCAC,men,100 Fly,14,49.9,finals
NESCAC,men,100 Fly,15,49.92,finals
NESCAC,men,100 Fly,16,50.0,finals
NESCAC,men,100 Fly,17,49.39,finals
NESCAC,men,100 Fly,18,50.12,finals
NESCAC,men,100 Fly,19,50.3,finals
NESCAC,men,100 Fly,20,50.39,finals
NESCAC,men,100 Fly,21,50.61,finals
NESCAC,men,100 Fly,22,50.95,finals
NESCAC,men,100 Fly,23,51.03,finals
NESCAC,men,100 Fly,24,51.67,finals
NESCAC,men,100 Fly,25,50.89,finals
NESCAC,men,100 Fly,26,50.92,finals
NESCAC,men,100 Fly,27,50.94,finals
NESCAC,men,100 Fly,28,51.02,finals
NESCAC,men,100 Fly,31,51.1,finals
NESCAC,men,100 Fly,32,51.13,finals
NESCAC,men,100 Fly,33,51.48,finals
NESCAC,men,100 Fly,34,51.88,finals
NESCAC,men,100 Fly,35,52.29,finals
NESCAC,men,100 Fly,36,52.51,finals
NESCAC,men,100 Fly,37,52.55,finals
NESCAC,men,100 Fly,38,52.56,finals
NESCAC,men,100 Fly,39,52.95,finals
NESCAC,men,100 Fly,40,53.05,finals
NESCAC,men,100 Fly,41,53.06,finals
NESCAC,men,100 Fly,42,53.71,finals
NESCAC,men,100 Fly,43,54.05,finals
NESCAC,men,100 Fly,44,56.14,finals
NESCAC,men,200 Fly,1,106.19,finals
NESCAC,men,200 Fly,2,108.05,finals
NESCAC,men,200 Fly,3,108.16,finals
NESCAC,men,200 Fly,4,108.35,finals
NESCAC,men,200 Fly,5,108.54,finals
NESCAC,men,200 Fly,6,108.58,finals
NESCAC,men,200 Fly,7,108.95,finals
NESCAC,men,200 Fly,8,111.21,finals
NESCAC,men,200 Fly,9,109.23,finals
NESCAC,men,200 Fly,10,109.89,finals
NESCAC,men,200 Fly,11,110.45,finals
NESCAC,men,200 Fly,12,110.74,finals
NESCAC,men,200 Fly,13,111.3,finals
NESCAC,men,200 Fly,14,111.81,finals
NESCAC,men,200 Fly,15,112.03,finals
NESCAC,men,200 Fly,16,113.73,finals
NESCAC,men,200 Fly,19,112.41,finals
NESCAC,men,200 Fly,20,112.85,finals
NESCAC,men,200 Fly,21,113.19,finals
NESCAC,men,200 Fly,22,113.44,finals
NESCAC,men,200 Fly,23,113.9,finals
NESCAC,men,200 Fly,24,114.41,finals
NESCAC,men,200 Fly,25,113.87,finals
NESCAC,men,200 Fly,26,114.31,finals
NESCAC,men,200 Fly,27,114.53,finals
NESCAC,men,200 Fly,28,115.34,finals
NESCAC,men,200 Fly,29,115.43,finals
NESCAC,men,200 Fly,30,115.75,finals
NESCAC,men,200 Fly,31,115.77,finals
NESCAC,men,200 Fly,32,115.9,finals
NESCAC,men,200 Fly,33,116.66,finals
NESCAC,men,200 Fly,34,118.38,finals
NESCAC,men,200 Fly,35,118.95,finals
NESCAC,men,200 Fly,36,119.05,finals
NESCAC,men,200 Fly,37,120.23,finals
NESCAC,men,200 Fly,38,121.75,finals
NESCAC,men,200 Fly,39,122.95,finals
NESCAC,men,200 IM,1,107.17,finals
NESCAC,men,200 IM,2,107.84,finals
NESCAC,men,200 IM,3,108.89,finals
NESCAC,men,200 IM,4,109.83,finals
NESCAC,men,200 IM,5,110.16,finals
NESCAC,men,200 IM,6,110.6,finals
NESCAC,men,200 IM,7,110.8,finals
NESCAC,men,200 IM,8,113.49,finals
NESCAC,men,200 IM,9,110.64,finals
NESCAC,men,200 IM,10,110.7,finals
NESCAC,men,200 IM,11,111.08,finals
NESCAC,men,200 IM,12,111.18,finals
NESCAC,men,200 IM,13,111.38,finals
NESCAC,men,200 IM,14,111.87,finals
NESCAC,men,200 IM,15,112.08,finals
NESCAC,men,200 IM,16,112.09,finals
NESCAC,men,200 IM,17,111.69,finals
NESCAC,men,200 IM,18,112.33,finals
NESCAC,men,200 IM,19,112.41,finals
NESCAC,men,200 IM,20,113.06,finals
NESCAC,men,200 IM,21,113.31,finals
NESCAC,men,200 IM,22,113.63,finals
NESCAC,men,200 IM,23,114.38,finals
NESCAC,men,200 IM,24,114.61,finals
NESCAC,men,200 IM,25,114.24,finals
NESCAC,men,200 IM,26,114.83,finals
NESCAC,men,200 IM,27,115.42,finals
NESCAC,men,200 IM,28,115.64,finals
NESCAC,men,200 IM,29,116.16,finals
NESCAC,men,200 IM,30,116.55,finals
NESCAC,men,200 IM,31,117.15,finals
NESCAC,men,200 IM,32,117.51,finals
NESCAC,men,200 IM,33,117.81,finals
NESCAC,men,200 IM,34,117.89,finals
NESCAC,men,200 IM,35,118.95,finals
NESCAC,men,200 IM,36,119.77,finals
NESCAC,men,200 IM,37,121.26,finals
NESCAC,men,400 IM,1,230.78,finals
NESCAC,men,400 IM,2,237.42,finals
NESCAC,men,400 IM,3,237.48,finals
NESCAC,men,400 IM,6,241.77,finals
NESCAC,men,400 IM,7,242.55,finals
NESCAC,men,400 IM,8,242.73,finals
NESCAC,men,400 IM,9,241.0,finals
NESCAC,men,400 IM,10,242.68,finals
NESCAC,men,400 IM,11,242.69,finals
NESCAC,men,400 IM,12,244.0,finals
NESCAC,men,400 IM,13,244.7,finals
NESCAC,men,400 IM,14,244.97,finals
NESCAC,men,400 IM,15,245.31,finals
NESCAC,men,400 IM,16,246.09,finals
NESCAC,men,400 IM,17,240.78,finals
NESCAC,men,400 IM,18,242.03,finals
NESCAC,men,400 IM,19,246.75,finals
NESCAC,men,400 IM,20,247.11,finals
NESCAC,men,400 IM,21,248.11,finals
NESCAC,men,400 IM,22,248.68,finals
NESCAC,men,400 IM,23,250.52,finals
NESCAC,men,400 IM,24,250.65,finals
NESCAC,men,400 IM,25,252.67,finals
NESCAC,men,400 IM,26,253.64,finals
NESCAC,men,400 IM,27,257.12,finals
NESCAC,men,400 IM,28,257.87,finals
NESCAC,men,400 IM,29,260.57,finals
NESCAC,women,50 Free,1,22.73,finals
NESCAC,women,50 Free,2,23.29,finals
NESCAC,women,50 Free,3,23.33,finals
NESCAC,women,50 Free,4,23.36,finals
NESCAC,women,50 Free,5,23.48,finals
NESCAC,women,50 Free,6,23.53,finals
NESCAC,women,50 Free,7,23.57,finals
NESCAC,women,50 Free,8,23.81,finals
NESCAC,women,50 Free,11,23.76,finals
NESCAC,women,50 Free,12,23.9,finals
NESCAC,women,50 Free,13,24.02,finals
NESCAC,women,50 Free,14,24.08,finals
NESCAC,women,50 Free,15,24.15,finals
NESCAC,women,50 Free,16,24.3,finals
NESCAC,women,50 Free,17,23.85,finals
NESCAC,women,50 Free,18,24.0,finals
NESCAC,women,50 Free,19,24.07,finals
NESCAC,women,50 Free,20,24.18,finals
NESCAC,women,50 Free,21,24.26,finals
NESCAC,women,50 Free,22,24.37,finals
NESCAC,women,50 Free,23,24.58,finals
NESCAC,women,50 Free,24,24.7,finals
NESCAC,women,50 Free,25,24.55,finals
NESCAC,women,50 Free,26,24.55,finals
NESCAC,women,50 Free,29,24.75,finals
NESCAC,women,50 Free,30,24.81,finals
NESCAC,women,50 Free,31,24.82,finals
NESCAC,women,50 Free,32,24.86,finals
NESCAC,women,50 Free,33,24.9,finals
NESCAC,women,50 Free,34,24.92,finals
NESCAC,women,50 Free,35,25.06,finals
NESCAC,women,50 Free,36,25.1,finals
NESCAC,women,50 Free,37,25.11,finals
NESCAC,women,50 Free,38,25.16,finals
NESCAC,women,50 Free,39,25.2,finals
NESCAC,women,50 Free,40,25.34,finals
NESCAC,women,50 Free,41,25.37,finals
NESCAC,women,50 Free,42,25.6,finals
NESCAC,women,50 Free,43,25.65,finals
NESCAC,women,50 Free,44,25.7,finals
NESCAC,women,50 Free,45,25.86,finals
NESCAC,women,50 Free,46,26.0,finals
NESCAC,women,50 Free,47,26.02,finals
NESCAC,women,50 Free,48,26.12,finals
NESCAC,women,50 Free,49,26.47,finals
NESCAC,women,50 Free,50,27.82,finals
NESCAC,women,100 Free,1,50.22,finals
NESCAC,women,100 Free,2,50.92,finals
NESCAC,women,100 Free,3,51.08,finals
NESCAC,women,100 Free,4,51.13,finals
NESCAC,women,100 Free,5,51.29,finals
NESCAC,women,100 Free,6,51.33,finals
NESCAC,women,100 Free,7,51.35,finals
NESCAC,women,100 Free,8,51.5,finals
NESCAC,women,100 Free,9,51.56,finals
NESCAC,women,100 Free,10,51.75,finals
NESCAC,women,100 Free,11,51.91,finals
NESCAC,women,100 Free,12,52.02,finals
NESCAC,women,100 Free,13,52.24,finals
NESCAC,women,100 Free,14,52.3,finals
NESCAC,women,100 Free,15,52.38,finals
NESCAC,women,100 Free,16,52.53,finals
NESCAC,women,100 Free,17,52.06,finals
NESCAC,women,100 Free,18,52.47,finals
NESCAC,women,100 Free,19,52.63,finals
NESCAC,women,100 Free,20,52.69,finals
NESCAC,women,100 Free,21,52.7,finals
NESCAC,women,100 Free,22,53.06,finals
NESCAC,women,100 Free,23,53.17,finals
NESCAC,women,100 Free,24,53.28,finals
NESCAC,women,100 Free,25,53.35,finals
NESCAC,women,100 Free,26,53.39,finals
NESCAC,women,100 Free,27,53.44,finals
NESCAC,women,100 Free,28,53.49,finals
NESCAC,women,100 Free,31,53.56,finals
NESCAC,women,100 Free,32,53.65,finals
NESCAC,women,100 Free,33,53.78,finals
NESCAC,women,100 Free,34,53.79,finals
NESCAC,women,100 Free,35,53.8,finals
NESCAC,women,100 Free,36,53.98,finals
NESCAC,women,100 Free,37,54.27,finals
NESCAC,women,100 Free,42,54.5,finals
NESCAC,women,100 Free,43,54.58,finals
NESCAC,women,100 Free,44,54.91,finals
NESCAC,women,100 Free,45,54.93,finals
NESCAC,women,100 Free,46,54.96,finals
NESCAC,women,100 Free,47,55.13,finals
NESCAC,women,100 Free,48,55.18,finals
NESCAC,women,100 Free,49,55.31,finals
NESCAC,women,100 Free,50,55.36,finals
NESCAC,women,100 Free,51,55.59,finals
NESCAC,women,100 Free,52,56.52,finals
NESCAC,women,100 Free,53,56.65,finals
NESCAC,women,100 Free,54,56.69,finals
NESCAC,women,100 Free,55,57.41,finals
NESCAC,women,100 Free,56,57.86,finals
NESCAC,women,100 Free,57,58.92,finals
NESCAC,women,100 Free,58,59.91,finals
NESCAC,women,100 Free,59,60.11,finals
NESCAC,women,200 Free,1,109.86,finals
NESCAC,women,200 Free,2,111.68,finals
NESCAC,women,200 Free,3,111.93,finals
NESCAC,women,200 Free,4,111.95,finals
NESCAC,women,200 Free,5,112.03,finals
NESCAC,women,200 Free,6,113.47,finals
NESCAC,women,200 Free,7,114.14,finals
NESCAC,women,200 Free,8,114.15,finals
NESCAC,women,200 Free,9,113.5,finals
NESCAC,women,200 Free,10,113.62,finals
NESCAC,women,200 Free,11,113.92,finals
NESCAC,women,200 Free,12,114.09,finals
NESCAC,women,200 Free,13,114.1,finals
NESCAC,women,200 Free,14,114.64,finals
NESCAC,women,200 Free,15,115.48,finals
NESCAC,women,200 Free,16,115.71,finals
NESCAC,women,200 Free,17,114.72,finals
NESCAC,women,200 Free,18,114.85,finals
NESCAC,women,200 Free,19,115.05,finals
NESCAC,women,200 Free,20,115.17,finals
NESCAC,women,200 Free,21,115.8,finals
NESCAC,women,200 Free,22,116.09,finals
NESCAC,women,200 Free,23,116.76,finals
NESCAC,women,200 Free,24,117.53,finals
NESCAC,women,200 Free,25,117.24,finals
NESCAC,women,200 Free,26,117.49,finals
NESCAC,women,200 Free,27,117.83,finals
NESCAC,women,200 Free,28,118.03,finals
NESCAC,women,200 Free,29,118.04,finals
NESCAC,women,200 Free,30,118.1,finals
NESCAC,women,200 Free,31,118.3,finals
NESCAC,women,200 Free,32,118.5,finals
NESCAC,women,200 Free,33,118.72,finals
NESCAC,women,200 Free,34,118.75,finals
NESCAC,women,200 Free,35,118.92,finals
NESCAC,women,200 Free,36,119.37,finals
NESCAC,women,200 Free,37,119.81,finals
NESCAC,women,200 Free,38,120.51,finals
NESCAC,women,200 Free,39,128.92,finals
NESCAC,women,200 Free,40,129.25,finals
NESCAC,women,500 Free,1,292.21,finals
NESCAC,women,500 Free,2,298.75,finals
NESCAC,women,500 Free,3,299.59,finals
NESCAC,women,500 Free,4,299.75,finals
NESCAC,women,500 Free,5,301.47,finals
NESCAC,women,500 Free,6,302.38,finals
NESCAC,women,500 Free,7,302.94,finals
NESCAC,women,500 Free,8,307.91,finals
NESCAC,women,500 Free,9,303.51,finals
NESCAC,women,500 Free,10,304.61,finals
NESCAC,women,500 Free,11,306.41,finals
NESCAC,women,500 Free,12,306.65,finals
NESCAC,women,500 Free,13,308.9,finals
NESCAC,women,500 Free,14,309.6,finals
NESCAC,women,500 Free,15,310.3,finals
NESCAC,women,500 Free,16,310.37,finals
NESCAC,women,500 Free,17,307.09,finals
NESCAC,women,500 Free,18,309.19,finals
NESCAC,women,500 Free,19,310.44,finals
NESCAC,women,500 Free,20,311.11,finals
NESCAC,women,500 Free,21,311.21,finals
NESCAC,women,500 Free,22,311.28,finals
NESCAC,women,500 Free,23,312.44,finals
NESCAC,women,500 Free,24,316.28,finals
NESCAC,women,500 Free,25,313.59,finals
NESCAC,women,500 Free,26,314.0,finals
NESCAC,women,500 Free,27,314.02,finals
NESCAC,women,500 Free,28,314.2,finals
NESCAC,women,500 Free,29,314.77,finals
NESCAC,women,500 Free,30,315.17,finals
NESCAC,women,500 Free,31,315.21,finals
NESCAC,women,500 Free,32,315.61,finals
NESCAC,women,500 Free,33,315.68,finals
NESCAC,women,500 Free,34,316.07,finals
NESCAC,women,500 Free,35,316.17,finals
NESCAC,women,500 Free,36,317.02,finals
NESCAC,women,500 Free,37,317.34,finals
NESCAC,women,500 Free,38,318.17,finals
NESCAC,women,500 Free,39,318.48,finals
NESCAC,women,500 Free,40,318.75,finals
NESCAC,women,500 Free,41,319.34,finals
NESCAC,women,500 Free,42,319.64,finals
NESCAC,women,500 Free,43,319.89,finals
NESCAC,women,500 Free,44,321.83,finals
NESCAC,women,500 Free,47,324.88,finals
NESCAC,women,500 Free,48,327.17,finals
NESCAC,women,500 Free,49,330.25,finals
NESCAC,women,500 Free,50,339.28,finals
NESCAC,women,500 Free,51,341.92,finals
NESCAC,women,500 Free,52,347.89,finals
NESCAC,women,1000 Free,1,600.97,finals
NESCAC,women,1000 Free,2,606.18,finals
