Conference,Gender,Event,Place,Time_Sec,Data_Quality
UAA,women,200 Breast,5,140.09,finals
UAA,women,200 Breast,6,140.18,finals
UAA,women,200 Breast,7,140.22,finals
UAA,women,200 Breast,8,140.64,finals
UAA,women,200 Breast,9,140.64,finals
UAA,women,200 Breast,10,141.01,finals
UAA,women,200 Breast,11,141.51,finals
UAA,women,200 Breast,12,141.57,finals
UAA,women,200 Breast,13,142.25,finals
UAA,women,200 Breast,14,142.55,finals
UAA,women,200 Breast,15,142.61,finals
UAA,women,200 Breast,16,144.37,finals
UAA,women,200 Breast,17,143.63,finals
UAA,women,200 Breast,18,144.97,finals
UAA,women,200 Breast,19,145.28,finals
UAA,women,200 Breast,20,146.01,finals
UAA,women,200 Breast,21,147.75,finals
UAA,women,200 Breast,22,148.03,finals
UAA,women,200 Breast,23,150.83,finals
UAA,women,200 Breast,24,151.52,finals
UAA,women,200 Breast,28,157.86,finals
UAA,women,200 Breast,29,158.1,finals
UAA,women,200 Breast,30,160.02,finals
UAA,women,100 Fly,1,54.77,finals
UAA,women,100 Fly,2,54.91,finals
UAA,women,100 Fly,3,55.21,finals
UAA,women,100 Fly,4,55.36,finals
UAA,women,100 Fly,5,55.44,finals
UAA,women,100 Fly,6,55.59,finals
UAA,women,100 Fly,7,55.77,finals
UAA,women,100 Fly,8,56.04,finals
UAA,women,100 Fly,9,56.29,finals
UAA,women,100 Fly,10,56.38,finals
UAA,women,100 Fly,11,56.73,finals
UAA,women,100 Fly,12,57.23,finals
UAA,women,100 Fly,13,57.6,finals
UAA,women,100 Fly,14,57.69,finals
UAA,women,100 Fly,15,57.71,finals
UAA,women,100 Fly,16,57.9,finals
UAA,women,100 Fly,17,57.46,finals
UAA,women,100 Fly,18,57.7,finals
UAA,women,100 Fly,19,58.05,finals
UAA,women,100 Fly,20,58.21,finals
UAA,women,100 Fly,21,58.3,finals
UAA,women,100 Fly,22,58.37,finals
UAA,women,100 Fly,36,62.18,finals
UAA,women,100 Fly,37,62.57,finals
UAA,women,100 Fly,38,64.4,finals
UAA,women,100 Fly,39,67.57,finals
UAA,women,200 Fly,1,119.94,finals
UAA,women,200 Fly,2,121.52,finals
UAA,women,200 Fly,3,123.02,finals
UAA,women,200 Fly,4,125.67,finals
UAA,women,200 Fly,5,125.94,finals
UAA,women,200 Fly,6,126.19,finals
UAA,women,200 Fly,7,126.21,finals
UAA,women,200 Fly,8,128.12,finals
UAA,women,200 Fly,9,124.91,finals
UAA,women,200 Fly,10,125.78,finals
UAA,women,200 Fly,11,126.83,finals
UAA,women,200 Fly,12,127.37,finals
UAA,women,200 Fly,13,127.69,finals
UAA,women,200 Fly,14,127.99,finals
UAA,women,200 Fly,15,128.14,finals
UAA,women,200 Fly,16,128.33,finals
UAA,women,200 Fly,17,128.31,finals
UAA,women,200 Fly,18,128.51,finals
UAA,women,200 Fly,19,128.6,finals
UAA,women,200 Fly,20,130.03,finals
UAA,women,200 Fly,21,131.4,finals
UAA,women,200 Fly,22,133.96,finals
UAA,women,200 Fly,23,134.81,finals
UAA,women,200 Fly,24,135.49,finals
UAA,women,200 IM,1,121.01,finals
UAA,women,200 IM,2,123.78,finals
UAA,women,200 IM,3,124.25,finals
UAA,women,200 IM,4,124.71,finals
UAA,women,200 IM,5,125.93,finals
UAA,women,200 IM,6,126.01,finals
UAA,women,200 IM,7,126.64,finals
UAA,women,200 IM,8,127.09,finals
UAA,women,200 IM,9,125.6,finals
UAA,women,200 IM,10,126.38,finals
UAA,women,200 IM,11,126.57,finals
UAA,women,200 IM,12,126.68,finals
UAA,women,200 IM,13,126.99,finals
UAA,women,200 IM,14,127.81,finals
UAA,women,200 IM,15,128.5,finals
UAA,women,200 IM,16,129.41,finals
UAA,women,200 IM,17,127.08,finals
UAA,women,200 IM,18,128.02,finals
UAA,women,200 IM,19,128.33,finals
UAA,women,200 IM,20,129.14,finals
UAA,women,200 IM,21,129.22,finals
UAA,women,200 IM,22,129.23,finals
UAA,women,200 IM,23,129.41,finals
UAA,women,200 IM,24,130.18,finals
UAA,women,200 IM,25,129.34,finals
UAA,women,200 IM,26,129.46,finals
UAA,women,200 IM,27,129.49,finals
UAA,women,200 IM,28,129.53,finals
UAA,women,200 IM,29,129.61,finals
UAA,women,200 IM,30,129.74,finals
UAA,women,200 IM,31,129.93,finals
UAA,women,200 IM,32,130.03,finals
UAA,women,200 IM,33,130.69,finals
UAA,women,200 IM,34,131.85,finals
UAA,women,200 IM,35,132.48,finals
UAA,women,200 IM,36,132.95,finals
UAA,women,200 IM,37,133.95,finals
UAA,women,200 IM,38,137.02,finals
UAA,women,200 IM,39,137.03,finals
UAA,women,200 IM,40,137.1,finals
UAA,women,200 IM,41,139.88,finals
UAA,women,200 IM,42,143.01,finals
UAA,women,400 IM,1,263.09,finals
UAA,women,400 IM,2,263.67,finals
UAA,women,400 IM,3,263.89,finals
UAA,women,400 IM,4,264.81,finals
UAA,women,400 IM,5,267.17,finals
UAA,women,400 IM,6,267.48,finals
UAA,women,400 IM,7,269.6,finals
UAA,women,400 IM,8,272.79,finals
UAA,women,400 IM,9,269.54,finals
UAA,women,400 IM,10,271.21,finals
UAA,women,400 IM,11,272.69,finals
UAA,women,400 IM,12,273.1,finals
UAA,women,400 IM,13,274.39,finals
UAA,women,400 IM,14,274.59,finals
UAA,women,400 IM,15,283.05,finals
UAA,women,400 IM,16,284.06,finals
UAA,women,400 IM,17,274.03,finals
UAA,women,400 IM,18,278.48,finals
UAA,women,400 IM,19,281.81,finals
UAA,women,400 IM,20,282.98,finals
UAA,women,400 IM,21,286.38,finals
UAA,women,400 IM,22,289.89,finals
UAA,women,400 IM,23,289.92,finals
UAA,women,400 IM,24,290.28,finals
