Source_File,Page_Number,Raw_Line_Text,Line_Type,Event_Name_Normalized,Gender_Normalized,Round_Normalized,Event_State_Before,Event_State_Action,Event_State_After,Attached_To_Event_YN,Rejection_Reason,Notes
WAC 2025 RESULTS.pdf,47,WAC Champs: 22.30 R 2/24/2011 Amber Boucher Event 124 Men 100 Yard Breaststroke Time Trial,event_header,100 Breast,men,none,50 Free/women  ft=unknown,FINALIZE(50 Free/women) → OPEN(100 Breast/men),acc=32places,no,,ft_in_hdr=None
WAC 2025 RESULTS.pdf,47,Event 117 Women 100 Yard Butterfly Time Trial,event_header,100 Fly,women,none,100 Breast/men  ft=unknown,FINALIZE(100 Breast/men) → OPEN(100 Fly/women),acc=38places,no,,ft_in_hdr=None
WAC 2025 RESULTS.pdf,47,WAC Champs: 51.89 R 2/25/1999 Martina Moravcova Event 125 Women 100 Yard Backstroke Time Trial,event_header,100 Back,women,none,100 Fly/women  ft=unknown,FINALIZE(100 Fly/women) → OPEN(100 Back/women),acc=30places,no,,ft_in_hdr=None
WAC 2025 RESULTS.pdf,47,50.52 A Standard WAC: 52.92 # 3/1/2013 Samantha Corea,result_row,100 Back,women,unknown,100 Back/women  ft=unknown,place=50 (raw=50+off=0) time=52.92,acc=30places,no,place_slot_50_already_taken (existing='50.66'),running_total=30
WAC 2025 RESULTS.pdf,47,53.34 B Standard WAC Champs: 52.92 R 3/1/2013 Samantha Corea,result_row,100 Back,women,unknown,100 Back/women  ft=unknown,place=53 (raw=53+off=0) time=52.92,acc=30places,no,place_slot_53_already_taken (existing='53.53'),running_total=30
WAC 2025 RESULTS.pdf,47,"1 Diaz-Ponce, Mariana FR NAU 58.24 Name Y r School Finals Time",result_row,100 Back,women,unknown,100 Back/women  ft=unknown,place=1 (raw=1+off=0) time=58.24,acc=30places,no,place_slot_1_already_taken (existing='54.83'),running_total=30
WAC 2025 RESULTS.pdf,47,"2 McGinnis, Bryn JR GCU 58.71 1 Eggink, Meropi SO NAU 57.07",result_row,100 Back,women,unknown,100 Back/women  ft=unknown,place=2 (raw=2+off=0) time=57.07,acc=30places,no,place_slot_2_already_taken (existing='54.95'),running_total=30
WAC 2025 RESULTS.pdf,47,"2 Hayes, Allie FR UTU 57.42",result_row,100 Back,women,unknown,100 Back/women  ft=unknown,place=2 (raw=2+off=0) time=57.42,acc=30places,no,place_slot_2_already_taken (existing='54.95'),running_total=30
WAC 2025 RESULTS.pdf,47,Event 118 Men 100 Yard Butterfly Time Trial,event_header,100 Fly,men,none,100 Back/women  ft=unknown,FINALIZE(100 Back/women) → OPEN(100 Fly/men),acc=26places,no,,ft_in_hdr=None
WAC 2025 RESULTS.pdf,47,Event 118 Men 100 Yard Butterfly Time Trial,finalize,100 Back,women,unknown,open=100 Back/women,FINALIZE(100 Back/women) reason=new_hdr:100 Fly nplaces=30,acc=30places,no,,"places_so_far=[1, 2, 3, 4, 5, 6, 7, 8]..."
WAC 2025 RESULTS.pdf,47,"3 Musselman, Jordan FR UTU 57.52",result_row,100 Fly,men,unknown,100 Fly/men  ft=unknown,place=3 (raw=3+off=0) time=57.52,acc=26places,no,place_slot_3_already_taken (existing='47.07'),running_total=25
WAC 2025 RESULTS.pdf,47,44.51 A Standard,result_row,100 Fly,men,unknown,100 Fly/men  ft=unknown,place=44 (raw=44+off=0) time=44.51,acc=26places,no,place_slot_44_already_taken (existing='44.51'),running_total=25
WAC 2025 RESULTS.pdf,47,46.80 B Standard Event 132 Women 200 Yard Backstroke Time Trial,result_row,100 Fly,men,unknown,100 Fly/men  ft=unknown,place=46 (raw=46+off=0) time=46.80,acc=26places,no,place_slot_46_already_taken (existing='46.80'),running_total=25
WAC 2025 RESULTS.pdf,47,"1 Stephenson, Joseph SO GCU 48.89 1:50.50 A Standard",result_row,100 Fly,men,unknown,100 Fly/men  ft=unknown,place=1 (raw=1+off=0) time=1:50.50,acc=26places,no,place_slot_1_already_taken (existing='46.45'),running_total=25
WAC 2025 RESULTS.pdf,47,"2 Warriner, John JR GCU 49.63 Name Y r School Finals Time",result_row,100 Fly,men,unknown,100 Fly/men  ft=unknown,place=2 (raw=2+off=0) time=49.63,acc=26places,no,place_slot_2_already_taken (existing='46.90'),running_total=25
WAC 2025 RESULTS.pdf,47,"3 Lee, Keanu SO SU 50.15 1 Lytle, Rachael SR NAU 2:07.24",result_row,100 Fly,men,unknown,100 Fly/men  ft=unknown,place=3 (raw=3+off=0) time=2:07.24,acc=26places,no,place_slot_3_already_taken (existing='47.07'),running_total=25
WAC 2025 RESULTS.pdf,47,"4 Hirota, Ian SO GCU 50.61 2 Powell, Lily FR NAU 2:07.35",result_row,100 Fly,men,unknown,100 Fly/men  ft=unknown,place=4 (raw=4+off=0) time=2:07.35,acc=26places,no,place_slot_4_already_taken (existing='47.08'),running_total=25
WAC 2025 RESULTS.pdf,48,Event 134 Women 100 Yard Freestyle Time Trial Event 164 Men 50 Yard Backstroke Time Trial,event_header,50 Free,women,none,100 Fly/men  ft=unknown,FINALIZE(100 Fly/men) → OPEN(50 Free/women),acc=42places,no,,ft_in_hdr=None
WAC 2025 RESULTS.pdf,48,Event 134 Women 100 Yard Freestyle Time Trial Event 164 Men 50 Yard Backstroke Time Trial,finalize,100 Fly,men,unknown,open=100 Fly/men,FINALIZE(100 Fly/men) reason=new_hdr:50 Free nplaces=25,acc=26places,no,,"places_so_far=[1, 2, 3, 4, 5, 9, 10, 11]..."
WAC 2025 RESULTS.pdf,48,"47.10 A Standard 1 Volkov, Daniel JR GCU 22.21",result_row,50 Free,women,unknown,50 Free/women  ft=unknown,place=47 (raw=47+off=0) time=22.21,acc=42places,no,place_slot_47_already_taken (existing='24.99'),running_total=42
WAC 2025 RESULTS.pdf,48,"49.18 B Standard 2 Synnott, Mathias SO SU 22.62",result_row,50 Free,women,unknown,50 Free/women  ft=unknown,place=49 (raw=49+off=0) time=22.62,acc=42places,no,place_slot_49_already_taken (existing='25.36'),running_total=42
WAC 2025 RESULTS.pdf,48,Event 165 Women 50 Yard Breaststroke Time Trial,event_header,?,none,none,50 Free/women  ft=unknown,FINALIZE(50 Free/women) → OPEN(None/none),acc=0places,no,,ft_in_hdr=None
WAC 2025 RESULTS.pdf,49,Event 214 Women 50 Yard Freestyle Swim-off,event_header,50 Free,women,none,200 IM/women  ft=unknown,FINALIZE(200 IM/women) → OPEN(50 Free/women),acc=42places,no,,ft_in_hdr=None
WAC 2025 RESULTS.pdf,49,21.58 A Standard,result_row,50 Free,women,unknown,50 Free/women  ft=unknown,place=21 (raw=21+off=0) time=21.58,acc=42places,no,place_slot_21_already_taken (existing='23.82'),running_total=42
WAC 2025 RESULTS.pdf,49,22.58 B Standard,result_row,50 Free,women,unknown,50 Free/women  ft=unknown,place=22 (raw=22+off=0) time=22.58,acc=42places,no,place_slot_22_already_taken (existing='23.85'),running_total=42
WAC 2025 RESULTS.pdf,49,"1 Hayes, Allie FR UTU 2:06.34",result_row,50 Free,women,unknown,50 Free/women  ft=unknown,place=1 (raw=1+off=0) time=2:06.34,acc=42places,no,place_slot_1_already_taken (existing='22.24'),running_total=42
WAC 2025 RESULTS.pdf,49,"1 Watanabe, Kokona FR NAU 23.49",result_row,50 Free,women,unknown,50 Free/women  ft=unknown,place=1 (raw=1+off=0) time=23.49,acc=42places,no,place_slot_1_already_taken (existing='22.24'),running_total=42
WAC 2025 RESULTS.pdf,49,"2 Musselman, Jordan FR UTU 2:06.98",result_row,50 Free,women,unknown,50 Free/women  ft=unknown,place=2 (raw=2+off=0) time=2:06.98,acc=42places,no,place_slot_2_already_taken (existing='22.82'),running_total=42
WAC 2025 RESULTS.pdf,49,"2 Borke, Isabelle SO UI 23.63",result_row,50 Free,women,unknown,50 Free/women  ft=unknown,place=2 (raw=2+off=0) time=23.63,acc=42places,no,place_slot_2_already_taken (existing='22.82'),running_total=42
WAC 2025 RESULTS.pdf,49,Event 318 Men 100 Yard Butterfly Time Trial,event_header,100 Fly,men,none,50 Free/women  ft=unknown,FINALIZE(50 Free/women) → OPEN(100 Fly/men),acc=26places,no,,ft_in_hdr=None
WAC 2025 RESULTS.pdf,49,Event 223 Women 100 Yard Breaststroke Time Trial,event_header,100 Breast,women,none,100 Fly/men  ft=unknown,FINALIZE(100 Fly/men) → OPEN(100 Breast/women),acc=19places,no,,ft_in_hdr=None
WAC 2025 RESULTS.pdf,49,Event 223 Women 100 Yard Breaststroke Time Trial,finalize,100 Fly,men,unknown,open=100 Fly/men,FINALIZE(100 Fly/men) reason=new_hdr:100 Breast nplaces=25,acc=26places,no,,"places_so_far=[1, 2, 3, 4, 5, 9, 10, 11]..."
WAC 2025 RESULTS.pdf,49,Event 234 Women 100 Yard Freestyle Time Trial,finalize,100 Breast,women,unknown,open=100 Breast/women,FINALIZE(100 Breast/women) reason=new_hdr:100 Free nplaces=19,acc=19places,no,,"places_so_far=[1, 2, 3, 4, 5, 6, 7, 8]..."
WAC 2025 RESULTS.pdf,49,Event 415 Men 50 Yard Freestyle Time Trial,event_header,50 Free,men,none,100 Free/women  ft=unknown,FINALIZE(100 Free/women) → OPEN(50 Free/men),acc=26places,no,,ft_in_hdr=None
WAC 2025 RESULTS.pdf,49,47.10 A Standard,result_row,50 Free,men,unknown,50 Free/men  ft=unknown,place=47 (raw=47+off=0) time=47.10,acc=26places,yes,,running_total=25
WAC 2025 RESULTS.pdf,49,18.72 A Standard,result_row,50 Free,men,unknown,50 Free/men  ft=unknown,place=18 (raw=18+off=0) time=18.72,acc=26places,no,place_slot_18_already_taken (existing='18.72'),running_total=25
WAC 2025 RESULTS.pdf,49,49.18 B Standard,result_row,50 Free,men,unknown,50 Free/men  ft=unknown,place=49 (raw=49+off=0) time=49.18,acc=26places,yes,,running_total=26
WAC 2025 RESULTS.pdf,49,19.69 B Standard,result_row,50 Free,men,unknown,50 Free/men  ft=unknown,place=19 (raw=19+off=0) time=19.69,acc=26places,no,place_slot_19_already_taken (existing='19.69'),running_total=26
WAC 2025 RESULTS.pdf,49,"1 Hagan, Emma 5Y CBU 51.91",result_row,50 Free,men,unknown,50 Free/men  ft=unknown,place=1 (raw=1+off=0) time=51.91,acc=26places,no,place_slot_1_already_taken (existing='18.86'),running_total=26
WAC 2025 RESULTS.pdf,49,"1 Wendt, Hawkins SO SU 20.16",result_row,50 Free,men,unknown,50 Free/men  ft=unknown,place=1 (raw=1+off=0) time=20.16,acc=26places,no,place_slot_1_already_taken (existing='18.86'),running_total=26
WAC 2025 RESULTS.pdf,49,Event 263 Women 50 Yard Backstroke Time Trial r:+0.67,event_header,?,none,none,50 Free/men  ft=unknown,FINALIZE(50 Free/men) → OPEN(None/none),acc=0places,no,,ft_in_hdr=None
WAC 2025 RESULTS.pdf,49,Event 263 Women 50 Yard Backstroke Time Trial r:+0.67,finalize,50 Free,men,unknown,open=50 Free/men,FINALIZE(50 Free/men) reason=new_hdr:None nplaces=26,acc=26places,no,,"places_so_far=[1, 2, 3, 4, 5, 6, 7, 8]..."
WAC 2025 RESULTS.pdf,50,Event 518 Men 100 Yard Butterfly Time Trial,event_header,100 Fly,men,none,200 Back/women  ft=unknown,FINALIZE(200 Back/women) → OPEN(100 Fly/men),acc=26places,no,,ft_in_hdr=None
WAC 2025 RESULTS.pdf,50,Event 518 Men 100 Yard Butterfly Time Trial,finalize,200 Back,women,unknown,open=200 Back/women,FINALIZE(200 Back/women) reason=new_hdr:100 Fly nplaces=28,acc=28places,no,,"places_so_far=[1, 2, 3, 4, 5, 6, 7, 8]..."
WAC 2025 RESULTS.pdf,50,"1 Makarenko, Alice FR SU 2:14.19",result_row,100 Fly,men,unknown,100 Fly/men  ft=unknown,place=1 (raw=1+off=0) time=2:14.19,acc=26places,no,place_slot_1_already_taken (existing='46.45'),running_total=25
WAC 2025 RESULTS.pdf,50,44.51 A Standard,result_row,100 Fly,men,unknown,100 Fly/men  ft=unknown,place=44 (raw=44+off=0) time=44.51,acc=26places,no,place_slot_44_already_taken (existing='44.51'),running_total=25
WAC 2025 RESULTS.pdf,50,46.80 B Standard Event 635 Men 100 Yard Freestyle Time Trial,result_row,100 Fly,men,unknown,100 Fly/men  ft=unknown,place=46 (raw=46+off=0) time=46.80,acc=26places,no,place_slot_46_already_taken (existing='46.80'),running_total=25
WAC 2025 RESULTS.pdf,50,"1 Lewis, Kyle SO SU 50.00 41.34 A Standard",result_row,100 Fly,men,unknown,100 Fly/men  ft=unknown,place=1 (raw=1+off=0) time=41.34,acc=26places,no,place_slot_1_already_taken (existing='46.45'),running_total=25
WAC 2025 RESULTS.pdf,50,43.25 B Standard,result_row,100 Fly,men,unknown,100 Fly/men  ft=unknown,place=43 (raw=43+off=0) time=43.25,acc=26places,yes,,running_total=26
WAC 2025 RESULTS.pdf,50,Event 523 Women 100 Yard Breaststroke Time Trial,event_header,100 Breast,women,none,100 Fly/men  ft=unknown,FINALIZE(100 Fly/men) → OPEN(100 Breast/women),acc=19places,no,,ft_in_hdr=None
WAC 2025 RESULTS.pdf,50,Event 523 Women 100 Yard Breaststroke Time Trial,finalize,100 Fly,men,unknown,open=100 Fly/men,FINALIZE(100 Fly/men) reason=new_hdr:100 Breast nplaces=26,acc=26places,no,,"places_so_far=[1, 2, 3, 4, 5, 9, 10, 11]..."
WAC 2025 RESULTS.pdf,50,Name Y r School Finals Time Event 734 Women 100 Yard Freestyle Time Trial,finalize,100 Breast,women,unknown,open=100 Breast/women,FINALIZE(100 Breast/women) reason=new_hdr:100 Free nplaces=19,acc=19places,no,,"places_so_far=[1, 2, 3, 4, 5, 6, 7, 8]..."
WAC 2025 RESULTS.pdf,50,Event 526 Men 100 Yard Backstroke Time Trial,event_header,100 Back,men,none,100 Free/women  ft=unknown,FINALIZE(100 Free/women) → OPEN(100 Back/men),acc=29places,no,,ft_in_hdr=None
WAC 2025 RESULTS.pdf,50,"1 Gott, Bailey SO GCU 52.30",result_row,100 Back,men,unknown,100 Back/men  ft=unknown,place=1 (raw=1+off=0) time=52.30,acc=29places,no,place_slot_1_already_taken (existing='47.16'),running_total=29
WAC 2025 RESULTS.pdf,50,44.48 A Standard,result_row,100 Back,men,unknown,100 Back/men  ft=unknown,place=44 (raw=44+off=0) time=44.48,acc=29places,no,place_slot_44_already_taken (existing='44.48'),running_total=29
WAC 2025 RESULTS.pdf,50,47.16 B Standard,result_row,100 Back,men,unknown,100 Back/men  ft=unknown,place=47 (raw=47+off=0) time=47.16,acc=29places,no,place_slot_47_already_taken (existing='44.33'),running_total=29
WAC 2025 RESULTS.pdf,50,Name Y r School Finals Time Event 737 Men 200 Yard Breaststroke Time Trial,event_header,200 Breast,men,none,100 Back/men  ft=unknown,FINALIZE(100 Back/men) → OPEN(200 Breast/men),acc=10places,no,,ft_in_hdr=None
