Source_File,Page_Number,Raw_Line_Text,Line_Type,Event_Name_Normalized,Gender_Normalized,Round_Normalized,Event_State_Before,Event_State_Action,Event_State_After,Attached_To_Event_YN,Rejection_Reason,Notes
WAC 2025 RESULTS.pdf,1,"3) r:0.31 Cabrera, Silvana 5Y 4) r:0.18 Haskins, Ella SR A - Final",final_type_label,—,—,A,None/None  ft=unknown,ft_label: unknown→A,acc=0places,no,,NOTE: merged_col_label may hide swimmer data on same line
WAC 2025 RESULTS.pdf,1,r:13.26 25.92 29.20 25.03 23.05 B - Final,final_type_label,—,—,B,None/None  ft=A,ft_label: A→B,acc=0places,no,,NOTE: merged_col_label may hide swimmer data on same line
WAC 2025 RESULTS.pdf,3,A - Final 1:28.42 A Standard,final_type_label,—,—,A,None/None  ft=B,ft_label: B→A,acc=0places,no,,NOTE: merged_col_label may hide swimmer data on same line
WAC 2025 RESULTS.pdf,3,"B - Final 3) r:0.06 Ruble, Grace JR 4) r:0.15 Haskins, Ella SR",final_type_label,—,—,B,None/None  ft=A,ft_label: A→B,acc=0places,no,,NOTE: merged_col_label may hide swimmer data on same line
WAC 2025 RESULTS.pdf,4,A - Final,final_type_label,—,—,A,None/None  ft=B,ft_label: B→A,acc=0places,no,,NOTE: merged_col_label may hide swimmer data on same line
WAC 2025 RESULTS.pdf,4,8 UTU 1:33.37 22 B - Final,final_type_label,—,—,B,None/None  ft=A,ft_label: A→B,acc=0places,no,,NOTE: merged_col_label may hide swimmer data on same line
WAC 2025 RESULTS.pdf,12,Event 14 Women 50 Yard Freestyle,event_header,50 Free,women,none,200 IM/men  ft=unknown,FINALIZE(200 IM/men) → OPEN(50 Free/women),acc=42places,no,,ft_in_hdr=None
WAC 2025 RESULTS.pdf,12,"10 Dooling, Carter JR GCU 1:48.70 q",result_row,50 Free,women,unknown,50 Free/women  ft=unknown,place=10 (raw=10+off=0) time=1:48.70,acc=42places,yes,,running_total=1
WAC 2025 RESULTS.pdf,12,"11 Nagle, Tommy SR AFA 1:48.74 q 21.58 A Standard",result_row,50 Free,women,unknown,50 Free/women  ft=unknown,place=11 (raw=11+off=0) time=21.58,acc=42places,yes,,running_total=2
WAC 2025 RESULTS.pdf,12,"12 Adamson, Kyle SO UNLV 1:49.07 q Name Y r School Finals Time",result_row,50 Free,women,unknown,50 Free/women  ft=unknown,place=12 (raw=12+off=0) time=1:49.07,acc=42places,yes,,running_total=3
WAC 2025 RESULTS.pdf,12,r:12.76 23.52 26.47 31.83 27.25 A - Final,final_type_label,50 Free,women,A,50 Free/women  ft=unknown,ft_label: unknown→A,acc=42places,no,,NOTE: merged_col_label may hide swimmer data on same line
WAC 2025 RESULTS.pdf,12,"13 Chadderdon, Kellan 5Y WYO 1:49.17 q 1 Maksimova, Sofia 5Y CBU 22.19 B",result_row,50 Free,women,A,50 Free/women  ft=A,place=13 (raw=13+off=0) time=22.19,acc=42places,yes,,running_total=4
WAC 2025 RESULTS.pdf,12,"14 Houk, Harper 5Y GCU 1:49.20 q 2 Trionfetti, Martina Yuki SO UNC 22.81 17",result_row,50 Free,women,A,50 Free/women  ft=A,place=14 (raw=14+off=0) time=22.81,acc=42places,yes,,running_total=5
WAC 2025 RESULTS.pdf,12,"15 Knox, Cameron SO WYO 1:49.36 q 3 Dobbins, Emily SO NMSU 22.99 16",result_row,50 Free,women,A,50 Free/women  ft=A,place=15 (raw=15+off=0) time=22.99,acc=42places,yes,,running_total=6
WAC 2025 RESULTS.pdf,12,"16 Breitbart, Michael SR UNLV 1:49.49 q 4 Mazumdar, Dijana FR NMSU 23.24 15",result_row,50 Free,women,A,50 Free/women  ft=A,place=16 (raw=16+off=0) time=23.24,acc=42places,yes,,running_total=7
WAC 2025 RESULTS.pdf,12,"17 Teh, Andrew SO CBU 1:49.82 q 5 Haskins, Ella SR UI 23.26 14",result_row,50 Free,women,A,50 Free/women  ft=A,place=17 (raw=17+off=0) time=23.26,acc=42places,yes,,running_total=8
WAC 2025 RESULTS.pdf,12,"18 Davis, Collin JR WYO 1:49.96 q 6 Koc, Naya JR CBU 23.32 13",result_row,50 Free,women,A,50 Free/women  ft=A,place=18 (raw=18+off=0) time=23.32,acc=42places,yes,,running_total=9
WAC 2025 RESULTS.pdf,12,"19 Mickelson, McKay 5Y UNLV 1:50.03 q 7 David, Mia SO SU 23.41 12",result_row,50 Free,women,A,50 Free/women  ft=A,place=19 (raw=19+off=0) time=23.41,acc=42places,yes,,running_total=10
WAC 2025 RESULTS.pdf,13,"A - Final ... (Event 14 Women 50 Yard Freestyle) 5 Koc, Naya JR CBU 23.25 q",event_header,50 Free,women,A,50 Free/women  ft=A,FINALIZE(50 Free/women) → OPEN(50 Free/women),acc=42places,no,,ft_in_hdr=A
WAC 2025 RESULTS.pdf,13,"8 Henry, Gabriella FR UTU 23.46 11 6 Mazumdar, Dijana FR NMSU 23.37 q",result_row,50 Free,women,A,50 Free/women  ft=A,place=8 (raw=8+off=0) time=23.37,acc=42places,yes,,running_total=11
WAC 2025 RESULTS.pdf,13,"B - Final 7 David, Mia SO SU 23.42 q",final_type_label,50 Free,women,B,50 Free/women  ft=A,ft_label: A→B,acc=42places,no,,NOTE: merged_col_label may hide swimmer data on same line
WAC 2025 RESULTS.pdf,13,"9 Lombardi, Ellyson SO UNC 23.56 9 r:+0.70",result_row,50 Free,women,B,50 Free/women  ft=B,place=9 (raw=9+off=0) time=23.56,acc=42places,yes,,running_total=12
WAC 2025 RESULTS.pdf,13,"10 Mosier, Samantha SR SU 23.57 7 r:+0.74",result_row,50 Free,women,B,50 Free/women  ft=B,place=10 (raw=10+off=0) time=23.57,acc=42places,no,place_slot_10_already_taken (existing='1:48.70'),running_total=12
WAC 2025 RESULTS.pdf,13,"11 Butler, Madelyn JR UI 23.58 6 r:+0.74",result_row,50 Free,women,B,50 Free/women  ft=B,place=11 (raw=11+off=0) time=23.58,acc=42places,no,place_slot_11_already_taken (existing='21.58'),running_total=12
WAC 2025 RESULTS.pdf,13,"12 Miller, Amanda SO SU 23.60 5 r:+0.76",result_row,50 Free,women,B,50 Free/women  ft=B,place=12 (raw=12+off=0) time=23.60,acc=42places,no,place_slot_12_already_taken (existing='1:49.07'),running_total=12
WAC 2025 RESULTS.pdf,13,"13 Patters, Kailee JR GCU 23.62 4 r:+0.72",result_row,50 Free,women,B,50 Free/women  ft=B,place=13 (raw=13+off=0) time=23.62,acc=42places,no,place_slot_13_already_taken (existing='22.19'),running_total=12
WAC 2025 RESULTS.pdf,13,"14 Brownell, Kira JR NMSU 23.64 3 r:+0.74",result_row,50 Free,women,B,50 Free/women  ft=B,place=14 (raw=14+off=0) time=23.64,acc=42places,no,place_slot_14_already_taken (existing='22.81'),running_total=12
WAC 2025 RESULTS.pdf,13,"15 Watanabe, Kokona FR NAU 23.75 2 r:+0.63",result_row,50 Free,women,B,50 Free/women  ft=B,place=15 (raw=15+off=0) time=23.75,acc=42places,no,place_slot_15_already_taken (existing='22.99'),running_total=12
WAC 2025 RESULTS.pdf,13,"16 Foley, Kathryn SO UI 23.98 1 r:+0.74",result_row,50 Free,women,B,50 Free/women  ft=B,place=16 (raw=16+off=0) time=23.98,acc=42places,no,place_slot_16_already_taken (existing='23.24'),running_total=12
WAC 2025 RESULTS.pdf,13,C - Final r:+0.74,final_type_label,50 Free,women,C,50 Free/women  ft=B,ft_label: B→C,acc=42places,no,,NOTE: merged_col_label may hide swimmer data on same line
WAC 2025 RESULTS.pdf,13,"17 Gyde, Kathryn JR NMSU 23.44 *16 Borke, Isabelle SO UI 23.72 q",result_row,50 Free,women,C,50 Free/women  ft=C,place=17 (raw=17+off=0) time=23.72,acc=42places,no,place_slot_17_already_taken (existing='23.26'),running_total=12
WAC 2025 RESULTS.pdf,13,"18 Borke, Isabelle SO UI 23.64 *16 Watanabe, Kokona FR NAU 23.72 q",result_row,50 Free,women,C,50 Free/women  ft=C,place=18 (raw=18+off=0) time=23.72,acc=42places,no,place_slot_18_already_taken (existing='23.32'),running_total=12
WAC 2025 RESULTS.pdf,13,"21 Svorcan, Sara FR CBU 23.82 r:+0.77",result_row,50 Free,women,C,50 Free/women  ft=C,place=21 (raw=21+off=0) time=23.82,acc=42places,yes,,running_total=13
WAC 2025 RESULTS.pdf,13,"22 Heasman, Sydney SO UI 23.85 r:+4.92",result_row,50 Free,women,C,50 Free/women  ft=C,place=22 (raw=22+off=0) time=23.85,acc=42places,yes,,running_total=14
WAC 2025 RESULTS.pdf,13,"23 Farnum, Amanda SR UTU 23.93 r:+3.05",result_row,50 Free,women,C,50 Free/women  ft=C,place=23 (raw=23+off=0) time=23.93,acc=42places,yes,,running_total=15
WAC 2025 RESULTS.pdf,13,"24 Simioni, Vitoria FR UNC 24.20 r:+0.72",result_row,50 Free,women,C,50 Free/women  ft=C,place=24 (raw=24+off=0) time=24.20,acc=42places,yes,,running_total=16
WAC 2025 RESULTS.pdf,13,Event 14 Women 50 Yard Freestyle,event_header,50 Free,women,none,50 Free/women  ft=C,FINALIZE(50 Free/women) → OPEN(50 Free/women),acc=42places,no,,ft_in_hdr=None
WAC 2025 RESULTS.pdf,13,"25 Cheng, Aubrey SR SU 24.05",result_row,50 Free,women,unknown,50 Free/women  ft=unknown,place=25 (raw=25+off=0) time=24.05,acc=42places,yes,,running_total=17
WAC 2025 RESULTS.pdf,13,21.58 A Standard,result_row,50 Free,women,unknown,50 Free/women  ft=unknown,place=21 (raw=21+off=0) time=21.58,acc=42places,no,place_slot_21_already_taken (existing='23.82'),running_total=17
WAC 2025 RESULTS.pdf,13,22.58 B Standard,result_row,50 Free,women,unknown,50 Free/women  ft=unknown,place=22 (raw=22+off=0) time=22.58,acc=42places,no,place_slot_22_already_taken (existing='23.85'),running_total=17
WAC 2025 RESULTS.pdf,13,"26 Costantini, Caroline FR NMSU 24.07",result_row,50 Free,women,unknown,50 Free/women  ft=unknown,place=26 (raw=26+off=0) time=24.07,acc=42places,yes,,running_total=18
WAC 2025 RESULTS.pdf,13,"27 Antonetz, Sloane SO UNC 24.08",result_row,50 Free,women,unknown,50 Free/women  ft=unknown,place=27 (raw=27+off=0) time=24.08,acc=42places,yes,,running_total=19
WAC 2025 RESULTS.pdf,13,"1 Maksimova, Sofia 5Y CBU 22.24 qB",result_row,50 Free,women,unknown,50 Free/women  ft=unknown,place=1 (raw=1+off=0) time=22.24,acc=42places,yes,,running_total=20
WAC 2025 RESULTS.pdf,13,"28 Rom, Sorina SO UTU 24.09",result_row,50 Free,women,unknown,50 Free/women  ft=unknown,place=28 (raw=28+off=0) time=24.09,acc=42places,yes,,running_total=21
WAC 2025 RESULTS.pdf,13,"2 Trionfetti, Martina Yuki SO UNC 22.82 q",result_row,50 Free,women,unknown,50 Free/women  ft=unknown,place=2 (raw=2+off=0) time=22.82,acc=42places,yes,,running_total=22
WAC 2025 RESULTS.pdf,13,"3 Dobbins, Emily SO NMSU 22.91 q",result_row,50 Free,women,unknown,50 Free/women  ft=unknown,place=3 (raw=3+off=0) time=22.91,acc=42places,yes,,running_total=23
WAC 2025 RESULTS.pdf,13,"4 Haskins, Ella SR UI 23.17 q",result_row,50 Free,women,unknown,50 Free/women  ft=unknown,place=4 (raw=4+off=0) time=23.17,acc=42places,yes,,running_total=24
WAC 2025 RESULTS.pdf,14,"Preliminaries ... (Event 14 Women 50 Yard Freestyle) --- Qualman, Grace SO UI X24.09",event_header,50 Free,women,none,50 Free/women  ft=unknown,FINALIZE(50 Free/women) → OPEN(50 Free/women),acc=42places,no,,ft_in_hdr=None
WAC 2025 RESULTS.pdf,14,"31 Walton, Olivia SO CBU 24.15 --- Khiyara, Lina SR NMSU X24.10",result_row,50 Free,women,unknown,50 Free/women  ft=unknown,place=31 (raw=31+off=0) time=24.10,acc=42places,yes,,running_total=25
WAC 2025 RESULTS.pdf,14,"35 Henderson, Krisalyn JR GCU 24.21 --- Maspers, Mia 5Y CBU X24.22",result_row,50 Free,women,unknown,50 Free/women  ft=unknown,place=35 (raw=35+off=0) time=24.22,acc=42places,yes,,running_total=26
WAC 2025 RESULTS.pdf,14,"36 Gorska, Zofia FR UTU 24.24 --- Schumaker, Helen SO UI X24.32",result_row,50 Free,women,unknown,50 Free/women  ft=unknown,place=36 (raw=36+off=0) time=24.32,acc=42places,yes,,running_total=27
WAC 2025 RESULTS.pdf,14,"37 Carroll, Ailidh JR SU 24.39 --- Kowatch, Dreamer JR NMSU X24.37",result_row,50 Free,women,unknown,50 Free/women  ft=unknown,place=37 (raw=37+off=0) time=24.37,acc=42places,yes,,running_total=28
WAC 2025 RESULTS.pdf,14,"38 French, Amber SR CBU 24.42 --- Hicks, Lauren SR GCU X24.39",result_row,50 Free,women,unknown,50 Free/women  ft=unknown,place=38 (raw=38+off=0) time=24.39,acc=42places,yes,,running_total=29
WAC 2025 RESULTS.pdf,14,"39 Olsen, Yara FR UTU 24.43 --- Powell, Lily FR NAU X24.43",result_row,50 Free,women,unknown,50 Free/women  ft=unknown,place=39 (raw=39+off=0) time=24.43,acc=42places,yes,,running_total=30
WAC 2025 RESULTS.pdf,14,"40 Genson, Lydia SR SU 24.44 --- Kershner, Alexis FR CBU X24.48",result_row,50 Free,women,unknown,50 Free/women  ft=unknown,place=40 (raw=40+off=0) time=24.48,acc=42places,yes,,running_total=31
WAC 2025 RESULTS.pdf,14,"41 Cannon, Danielle FR UTU 24.60 --- Gott, Bailey SO GCU X24.49",result_row,50 Free,women,unknown,50 Free/women  ft=unknown,place=41 (raw=41+off=0) time=24.49,acc=42places,yes,,running_total=32
WAC 2025 RESULTS.pdf,14,"42 Bernier, Ariane FR UNC 24.98 --- Sears, Hailey JR GCU X24.52",result_row,50 Free,women,unknown,50 Free/women  ft=unknown,place=42 (raw=42+off=0) time=24.52,acc=42places,yes,,running_total=33
WAC 2025 RESULTS.pdf,14,"43 Wieber, Andersen FR UI 25.07 --- Wassel, Taylor SR UI X24.54",result_row,50 Free,women,unknown,50 Free/women  ft=unknown,place=43 (raw=43+off=0) time=24.54,acc=42places,yes,,running_total=34
WAC 2025 RESULTS.pdf,14,"44 Harris, Madelyn JR SU 25.40 --- Hyde, Catherine SO UI X24.62",result_row,50 Free,women,unknown,50 Free/women  ft=unknown,place=44 (raw=44+off=0) time=24.62,acc=42places,yes,,running_total=35
WAC 2025 RESULTS.pdf,14,"45 Rudelius, Ida FR UTRGV 25.41 --- Uren, Anna FR NMSU X24.70",result_row,50 Free,women,unknown,50 Free/women  ft=unknown,place=45 (raw=45+off=0) time=24.70,acc=42places,yes,,running_total=36
WAC 2025 RESULTS.pdf,14,"46 Dance, Trelise SO NAU 25.52 --- Cervantes-Vanderlugt, Elizabeth SR NMSU X24.71",result_row,50 Free,women,unknown,50 Free/women  ft=unknown,place=46 (raw=46+off=0) time=24.71,acc=42places,yes,,running_total=37
WAC 2025 RESULTS.pdf,14,"47 Garcia, Sarah FR UTRGV 25.58 --- Aiello, Isabella CBU X24.99",result_row,50 Free,women,unknown,50 Free/women  ft=unknown,place=47 (raw=47+off=0) time=24.99,acc=42places,yes,,running_total=38
WAC 2025 RESULTS.pdf,14,"48 Lofgren, Madiana FR UTRGV 25.67 --- Lytle, Rachael SR NAU X25.34",result_row,50 Free,women,unknown,50 Free/women  ft=unknown,place=48 (raw=48+off=0) time=25.34,acc=42places,yes,,running_total=39
WAC 2025 RESULTS.pdf,14,"49 Davila, Elisa SR UTRGV 26.22 --- Todd, Hailey CBU X25.36",result_row,50 Free,women,unknown,50 Free/women  ft=unknown,place=49 (raw=49+off=0) time=25.36,acc=42places,yes,,running_total=40
WAC 2025 RESULTS.pdf,14,"50 Uribe, Lauren FR UTRGV 26.85 --- Krasht, Isahbel NAU X25.40",result_row,50 Free,women,unknown,50 Free/women  ft=unknown,place=50 (raw=50+off=0) time=25.40,acc=42places,yes,,running_total=41
WAC 2025 RESULTS.pdf,14,"51 Trevino, Audry SO UTRGV 27.58",result_row,50 Free,women,unknown,50 Free/women  ft=unknown,place=51 (raw=51+off=0) time=27.58,acc=42places,yes,,running_total=42
WAC 2025 RESULTS.pdf,14,Event 15 Men 50 Yard Freestyle,event_header,50 Free,men,none,50 Free/women  ft=unknown,FINALIZE(50 Free/women) → OPEN(50 Free/men),acc=26places,no,,ft_in_hdr=None
WAC 2025 RESULTS.pdf,14,"52 Rubio, Caitlynn FR UTRGV 28.67",result_row,50 Free,men,unknown,50 Free/men  ft=unknown,place=52 (raw=52+off=0) time=28.67,acc=26places,yes,,running_total=1
WAC 2025 RESULTS.pdf,14,18.72 A Standard,result_row,50 Free,men,unknown,50 Free/men  ft=unknown,place=18 (raw=18+off=0) time=18.72,acc=26places,yes,,running_total=2
WAC 2025 RESULTS.pdf,14,"53 Brown, Caitlyn FR UTRGV 28.93",result_row,50 Free,men,unknown,50 Free/men  ft=unknown,place=53 (raw=53+off=0) time=28.93,acc=26places,yes,,running_total=3
WAC 2025 RESULTS.pdf,14,19.69 B Standard,result_row,50 Free,men,unknown,50 Free/men  ft=unknown,place=19 (raw=19+off=0) time=19.69,acc=26places,yes,,running_total=4
WAC 2025 RESULTS.pdf,14,A - Final,final_type_label,50 Free,men,A,50 Free/men  ft=unknown,ft_label: unknown→A,acc=26places,no,,NOTE: merged_col_label may hide swimmer data on same line
WAC 2025 RESULTS.pdf,14,"1 Fabiani, Remi JR CBU 18.86# B",result_row,50 Free,men,A,50 Free/men  ft=A,place=1 (raw=1+off=0) time=18.86,acc=26places,yes,,running_total=5
WAC 2025 RESULTS.pdf,14,"2 Petkovic, Andrija 5Y CBU 19.58 B",result_row,50 Free,men,A,50 Free/men  ft=A,place=2 (raw=2+off=0) time=19.58,acc=26places,yes,,running_total=6
WAC 2025 RESULTS.pdf,14,"3 Perez, Mario JR GCU 19.62 B",result_row,50 Free,men,A,50 Free/men  ft=A,place=3 (raw=3+off=0) time=19.62,acc=26places,yes,,running_total=7
WAC 2025 RESULTS.pdf,15,A - Final ... (Event 15 Men 50 Yard Freestyle),event_header,50 Free,men,A,50 Free/men  ft=A,FINALIZE(50 Free/men) → OPEN(50 Free/men),acc=26places,no,,ft_in_hdr=A
WAC 2025 RESULTS.pdf,15,A - Final ... (Event 15 Men 50 Yard Freestyle),finalize,50 Free,men,A,open=50 Free/men,FINALIZE(50 Free/men) reason=new_hdr:50 Free nplaces=7,acc=26places,no,,"places_so_far=[1, 2, 3, 18, 19, 52, 53]"
WAC 2025 RESULTS.pdf,15,Event 15 Men 50 Yard Freestyle,event_header,50 Free,men,none,50 Free/men  ft=A,FINALIZE(50 Free/men) → OPEN(50 Free/men),acc=26places,no,,ft_in_hdr=None
WAC 2025 RESULTS.pdf,15,Event 15 Men 50 Yard Freestyle,finalize,50 Free,men,A,open=50 Free/men,FINALIZE(50 Free/men) reason=new_hdr:50 Free nplaces=7,acc=26places,no,,"places_so_far=[1, 2, 3, 18, 19, 52, 53]"
WAC 2025 RESULTS.pdf,15,"4 Carrey, Guillermo SO GCU 19.66 B",result_row,50 Free,men,unknown,50 Free/men  ft=unknown,place=4 (raw=4+off=0) time=19.66,acc=26places,yes,,running_total=8
WAC 2025 RESULTS.pdf,15,18.72 A Standard,result_row,50 Free,men,unknown,50 Free/men  ft=unknown,place=18 (raw=18+off=0) time=18.72,acc=26places,no,place_slot_18_already_taken (existing='18.72'),running_total=8
WAC 2025 RESULTS.pdf,15,"5 Volkov, Alex JR GCU 19.85 14",result_row,50 Free,men,unknown,50 Free/men  ft=unknown,place=5 (raw=5+off=0) time=19.85,acc=26places,yes,,running_total=9
WAC 2025 RESULTS.pdf,15,19.69 B Standard,result_row,50 Free,men,unknown,50 Free/men  ft=unknown,place=19 (raw=19+off=0) time=19.69,acc=26places,no,place_slot_19_already_taken (existing='19.69'),running_total=9
WAC 2025 RESULTS.pdf,15,"6 Imig, Nicholas SU 20.08 13",result_row,50 Free,men,unknown,50 Free/men  ft=unknown,place=6 (raw=6+off=0) time=20.08,acc=26places,yes,,running_total=10
WAC 2025 RESULTS.pdf,15,"1 Fabiani, Remi JR CBU 19.04# qB",result_row,50 Free,men,unknown,50 Free/men  ft=unknown,place=1 (raw=1+off=0) time=19.04,acc=26places,no,place_slot_1_already_taken (existing='18.86'),running_total=10
WAC 2025 RESULTS.pdf,15,"7 Man, Brendan SR CBU 20.14 12",result_row,50 Free,men,unknown,50 Free/men  ft=unknown,place=7 (raw=7+off=0) time=20.14,acc=26places,yes,,running_total=11
WAC 2025 RESULTS.pdf,15,"2 Petkovic, Andrija 5Y CBU 19.58 qB",result_row,50 Free,men,unknown,50 Free/men  ft=unknown,place=2 (raw=2+off=0) time=19.58,acc=26places,no,place_slot_2_already_taken (existing='19.58'),running_total=11
WAC 2025 RESULTS.pdf,15,"8 Teller, Quinn SR WYO 20.15 11",result_row,50 Free,men,unknown,50 Free/men  ft=unknown,place=8 (raw=8+off=0) time=20.15,acc=26places,yes,,running_total=12
WAC 2025 RESULTS.pdf,15,"3 Perez, Mario JR GCU 19.71 q",result_row,50 Free,men,unknown,50 Free/men  ft=unknown,place=3 (raw=3+off=0) time=19.71,acc=26places,no,place_slot_3_already_taken (existing='19.62'),running_total=12
WAC 2025 RESULTS.pdf,15,B - Final,final_type_label,50 Free,men,B,50 Free/men  ft=unknown,ft_label: unknown→B,acc=26places,no,,NOTE: merged_col_label may hide swimmer data on same line
WAC 2025 RESULTS.pdf,15,"9 Mullen, Ian JR CBU 20.16 9",result_row,50 Free,men,B,50 Free/men  ft=B,place=9 (raw=9+off=0) time=20.16,acc=26places,yes,,running_total=13
WAC 2025 RESULTS.pdf,15,"4 Volkov, Alex JR GCU 19.87 q",result_row,50 Free,men,B,50 Free/men  ft=B,place=12 (raw=4+off=8) time=19.87,acc=26places,yes,,running_total=14
WAC 2025 RESULTS.pdf,15,"10 Perez Avila, Emil Jose FR UNLV 20.19 7",result_row,50 Free,men,B,50 Free/men  ft=B,place=10 (raw=10+off=0) time=20.19,acc=26places,yes,,running_total=15
WAC 2025 RESULTS.pdf,15,"5 Carrey, Guillermo SO GCU 19.91 q",result_row,50 Free,men,B,50 Free/men  ft=B,place=13 (raw=5+off=8) time=19.91,acc=26places,yes,,running_total=16
WAC 2025 RESULTS.pdf,15,"11 Mansheim, Tyler SR CBU 20.28 6",result_row,50 Free,men,B,50 Free/men  ft=B,place=11 (raw=11+off=0) time=20.28,acc=26places,yes,,running_total=17
WAC 2025 RESULTS.pdf,15,"12 Lanting, Nicholas SR SU 20.33 5",result_row,50 Free,men,B,50 Free/men  ft=B,place=12 (raw=12+off=0) time=20.33,acc=26places,no,place_slot_12_already_taken (existing='19.87'),running_total=17
WAC 2025 RESULTS.pdf,15,"*6 Imig, Nicholas SU 20.00 q",event_header,?,none,none,50 Free/men  ft=B,FINALIZE(50 Free/men) → OPEN(None/none),acc=0places,no,,ft_in_hdr=None
WAC 2025 RESULTS.pdf,15,"*6 Imig, Nicholas SU 20.00 q",finalize,50 Free,men,B,open=50 Free/men,FINALIZE(50 Free/men) reason=new_hdr:None nplaces=17,acc=26places,no,,"places_so_far=[1, 2, 3, 4, 5, 6, 7, 8]..."
WAC 2025 RESULTS.pdf,15,C - Final,final_type_label,—,—,C,None/None  ft=unknown,ft_label: unknown→C,acc=0places,no,,NOTE: merged_col_label may hide swimmer data on same line
WAC 2025 RESULTS.pdf,16,"Preliminaries ... (Event 15 Men 50 Yard Freestyle) 2 Jiminez-Mestes, Gael JR CBU 412.35# 17",event_header,50 Free,men,none,None/None  ft=C,FINALIZE(None/None) → OPEN(50 Free/men),acc=26places,no,,ft_in_hdr=None
WAC 2025 RESULTS.pdf,16,"24 Sisco, Gray FR WYO 20.70 q 4 Elsayed, Omar FR GCU 356.60 15",result_row,50 Free,men,unknown,50 Free/men  ft=unknown,place=24 (raw=24+off=0) time=356.60,acc=26places,yes,,running_total=18
WAC 2025 RESULTS.pdf,16,"25 Morales, Joseph FR WYO 20.71 6 Tereshchenko, Dmytro SR UNLV 329.25 13",result_row,50 Free,men,unknown,50 Free/men  ft=unknown,place=25 (raw=25+off=0) time=329.25,acc=26places,yes,,running_total=19
WAC 2025 RESULTS.pdf,16,"26 Colombo, Lucas JR CBU 20.83 8 Grau Espinosa, Bruno SO WYO 306.25 11",result_row,50 Free,men,unknown,50 Free/men  ft=unknown,place=26 (raw=26+off=0) time=306.25,acc=26places,yes,,running_total=20
WAC 2025 RESULTS.pdf,16,r:+0.61 B - Final,final_type_label,50 Free,men,B,50 Free/men  ft=unknown,ft_label: unknown→B,acc=26places,no,,NOTE: merged_col_label may hide swimmer data on same line
WAC 2025 RESULTS.pdf,16,"27 Orloff, Griffith SO WYO 21.06 9 Kenyon, Alexander SR AFA 327.55 9",result_row,50 Free,men,B,50 Free/men  ft=B,place=27 (raw=27+off=0) time=327.55,acc=26places,yes,,running_total=21
WAC 2025 RESULTS.pdf,16,"28 Thomure, Eric SR SU 21.18 11 Porter, Bryce SO GCU 290.70 6",result_row,50 Free,men,B,50 Free/men  ft=B,place=28 (raw=28+off=0) time=290.70,acc=26places,yes,,running_total=22
WAC 2025 RESULTS.pdf,16,"29 Rosales, Bridon JR AFA 21.40 13 Roby, Jack FR AFA 266.35 4",result_row,50 Free,men,B,50 Free/men  ft=B,place=29 (raw=29+off=0) time=266.35,acc=26places,yes,,running_total=23
WAC 2025 RESULTS.pdf,16,"30 Synnott, Mathias SO SU 21.81 15 Farr, Evan FR AFA 235.55 2",result_row,50 Free,men,B,50 Free/men  ft=B,place=30 (raw=30+off=0) time=235.55,acc=26places,yes,,running_total=24
WAC 2025 RESULTS.pdf,16,Event 17 Women 100 Yard Butterfly,event_header,100 Fly,women,none,50 Free/men  ft=B,FINALIZE(50 Free/men) → OPEN(100 Fly/women),acc=38places,no,,ft_in_hdr=None
WAC 2025 RESULTS.pdf,16,Event 17 Women 100 Yard Butterfly,finalize,50 Free,men,B,open=50 Free/men,FINALIZE(50 Free/men) reason=new_hdr:100 Fly nplaces=24,acc=26places,no,,"places_so_far=[1, 2, 3, 4, 5, 6, 7, 8]..."
WAC 2025 RESULTS.pdf,16,r:+0.90 A - Final,final_type_label,100 Fly,women,A,100 Fly/women  ft=unknown,ft_label: unknown→A,acc=38places,no,,NOTE: merged_col_label may hide swimmer data on same line
WAC 2025 RESULTS.pdf,16,"1 Musselman, Elsa JR NAU 53.45 20",result_row,100 Fly,women,A,100 Fly/women  ft=A,place=1 (raw=1+off=0) time=53.45,acc=38places,yes,,running_total=1
WAC 2025 RESULTS.pdf,16,"2 Maksimova, Sofia 5Y CBU 53.63 17",result_row,100 Fly,women,A,100 Fly/women  ft=A,place=2 (raw=2+off=0) time=53.63,acc=38places,yes,,running_total=2
WAC 2025 RESULTS.pdf,16,"3 Martinez, Paula JR GCU 53.73 16",result_row,100 Fly,women,A,100 Fly/women  ft=A,place=3 (raw=3+off=0) time=53.73,acc=38places,yes,,running_total=3
WAC 2025 RESULTS.pdf,16,A - Final,final_type_label,100 Fly,women,A,100 Fly/women  ft=A,ft_label: A→A,acc=38places,no,,NOTE: merged_col_label may hide swimmer data on same line
WAC 2025 RESULTS.pdf,16,"1 Vazquez, Alejandro SO UNLV 450.75# 20",result_row,100 Fly,women,A,100 Fly/women  ft=A,place=1 (raw=1+off=0) time=450.75,acc=38places,no,place_slot_1_already_taken (existing='53.45'),running_total=3
WAC 2025 RESULTS.pdf,16,"4 Lombardi, Ellyson SO UNC 53.97 15",result_row,100 Fly,women,A,100 Fly/women  ft=A,place=4 (raw=4+off=0) time=53.97,acc=38places,yes,,running_total=4
WAC 2025 RESULTS.pdf,17,"A - Final ... (Event 17 Women 100 Yard Butterfly) 2 Martinez, Paula JR GCU 53.90 q",event_header,100 Fly,women,A,100 Fly/women  ft=A,FINALIZE(100 Fly/women) → OPEN(100 Fly/women),acc=38places,no,,ft_in_hdr=A
